ticker,zip,sector,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,fax,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fullTimeEmployees,address2,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,err,state
SCHB,0105,Communication Services,"Schibsted ASA, together with its subsidiaries, operates as a media company. The company operates through Marketplaces, Publishing, and Growth segments. It operates online marketplaces that connect buyers and sellers; offers online classifieds services; and publishes printed and online newspapers, and subscription-based newspapers. The company is also involved in printing and distribution, as well as online consumer finance and price comparison activities. It operates in Norway, Sweden, France, Spain, other European countries, and internationally. The company was founded in 1839 and is headquartered in Oslo, Norway.",Oslo,47 23 10 66 00,Norway,[],http://www.schibsted.com,1,Akersgata 55,47 23 10 66 01,Publishing,325.8,324.4,231.39276,0.0061387355,0,,329.8,,106317,,325.8,260.7353,2,324.4,,106317,,,,,1557100800,0.845528,,,317,2,NOK,117.56857,43620,,,,77177937920,,,109713,4.0272355,317,317.6,,19800,43620,329.8,,,,164.4,317.2,False,,49700,329.8,OSL,SCHIBSTED ASA,Schibsted ASA,Europe/Oslo,CEST,False,7200000,EQUITY,SCHB.OL,finmb_878146,no_market,,4.588,,0.03313,33.468,0.40431035,,,,129360000,,,45.603,,,,1577750400,0.49286997,635000000,2.698,,,6.9556828,0.26551,1640908800,1593475200,,,166450463,87919181824,,,,,,0.738,,,,,,,,https://logo.clearbit.com/schibsted.com,5006,Sentrum PO Box 490,,,,b1a894a0-8db7-323e-bced-65ce26c26d75,,
SSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDRL,HM 08,Energy,"Seadrill Limited, an offshore drilling contractor, provides offshore drilling services to the oil and gas industry worldwide. It operates in three segments: Floaters, Jack-up Rigs, and Other. The Floaters segment offers drilling, completion, and maintenance services for offshore exploration and production wells. Its drilling contracts relates to semi-submersible rigs and drill ships for harsh and benign environments in mid, deep, and ultra-deep waters. The Jack-up Rigs segment provides drilling, completion, and maintenance services for offshore exploration and production wells. Its drilling contracts relate to jack-up rigs for operations in harsh and benign environment in shallow waters. The Other segment offers management services to third parties and related parties. The company operates a fleet of 35 drilling units, including 7 drill ships, 12 semi-submersible rigs, and 16 jack-up rigs. It serves oil super-majors, state-owned national oil companies, and independent oil and gas companies. Seadrill Limited was founded in 2005 and is based in Hamilton, Bermuda.",Hamilton,441 295 6935,Bermuda,[],http://www.seadrill.com,1,Par-la-Ville Place,441 295 3494,Oil & Gas Drilling,3.9,3.9,6.5836306,,0,,4.188,,1672855,,3.9,3.8824706,,3.9,,1672855,,,,,,2.927784,,,3.882,4,NOK,,66537,,,,379302720,,,1278106,0.33596346,3.882,3.988,,115900,66537,33.84,-0.5984849,,,2.95,3.902,False,,487300,4.188,OSL,SEADRILL LTD,Seadrill Limited,Europe/Oslo,CEST,False,7200000,EQUITY,SDRL.OL,finmb_22532593,no_market,,5.681,,-2.2037199,30.539,-0.8201107,,-6.6,,100330000,,,-0.528,,,,1577750400,0.37392,-2488000000,-24.88,,,,0.27479,1640908800,1585612800,,,69439318,6413286400,,,,,,,,,,,,,,https://logo.clearbit.com/seadrill.com,4538,4th Floor 14 Par-la-Ville Road,,,,f34cf53e-3abd-370d-b16d-49b3354d00b7,,
SIKRI-ME,0271,Technology,"Sikri Holding AS provides case processing, and document management and archiving solutions to the public sector in Norway. Its products include Elements Sak-Arkiv, a case archive system for the management of public services; Elements eByggesak, a case management tool specially adapted for construction case processing; and Elements RiskManager, an electronic quality system that supports the business with quality and management processes, non-conformance management, notifications, and risk assessments for both the public and private sectors. The company's products also comprise Elements Cloud that supports external login, as well as integrates login solutions in the market, such as ADFS and SAML-based identity solutions; and Elements Lekdommer, a web-based solution for municipalities in connection with the election, updating, and exemption treatment of co-judges in the district court and co-judges and storage members in the storage court. In addition, it offers courses and training, consulting, and support, as well as provides personal counseling of key resources. The company was founded in 2000 and is based in Lysaker, Norway.",Oslo,,Norway,[],,1,Drammensveien 35,,Information Technology Services,125,125,97.219376,,,,125,,12619,,125,97.219376,,125,,12619,,,,,,,,,121,2,NOK,,567,,,,1820280448,,,14165,,121,123.48,,,567,135,,,,87,122,False,,,125,OSL,SIKRI HOLDING AS,Sikri Holding AS,Europe/Oslo,CEST,False,7200000,EQUITY,SIKRI-ME.OL,finmb_665908878,no_market,,,,0,,Infinity,,,,14741500,,,4.162,,,,,,,,,,29.668428,,,1585612800,,,,1877222784,,,,,,979252,,,,,,,,,101,,,,,b6cf3402-2981-3a2a-bc32-abacced18a98,,
SIOFF,4610,Energy,"Siem Offshore Inc., together with its subsidiaries, owns and operates offshore support vessels for the offshore energy service industry. It operates platform supply vessels (PSVs); offshore subsea construction vessels (OSCVs); anchor-handling tug supply vessels (AHTS vessels); other vessels, including fast crew, fast supply, and oil spill recovery vessels; and scientific core-drilling and others. As of March 31, 2020, it had a fleet of 33 vessels, which included seven PSVs, four OSCVs, ten AHTS vessels, two well-intervention vessels, one scientific core-drilling vessel, five Brazilian flagged vessels, and three Canadian flagged vessels comprising AHTS vessels and PSVs. It operates in Norway, North Sea, the Arctic Ocean, Northern Pacific Ocean, West Africa, Australia, South East Asia, Canada, and Brazil. The company was founded in 2005 and is headquartered in Kristiansand, Norway. Siem Offshore Inc. is a subsidiary of Siem Europe S.a r.l.",Kristiansand,47 38 60 04 00,Norway,[],http://www.siemoffshore.com,1,Nodeviga 14,47 37 40 62 86,Oil & Gas Midstream,0.93,0.92,0.96862316,,0,,0.92,,33784,,0.93,0.96632355,,0.92,,33784,,,,,1399334400,0.714285,,,0.92,4,NOK,,5080,,,,859959872,,,93711,3.1162822,0.92,0.92,,137000,5080,2,-46,,,0.6,0.885,False,,132200,0.92,OSL,SIEM OFFSHORE INC,Siem Offshore Inc.,Europe/Oslo,CEST,False,7200000,EQUITY,SIOFF.OL,finmb_23954324,no_market,,6.669,,-0.31768,20.199,-0.33571428,,-0.02,,934739008,,,0.335,,,,1577750400,0.00196,-92925000,-0.093,,,2.7462687,0.97419,1640908800,1585612800,,,30500526,1840424064,,,,,,,,,,,,,,https://logo.clearbit.com/siemoffshore.com,1102,,,,,a3c28fbe-b1c0-3929-ae8a-638a1b89f2da,,
SOFTOX-ME,0275,Healthcare,"SoftOx Solutions AS, together with its subsidiaries, operates as a medtech company in Norway. Its SoftOx technology kills the microorganisms in biofilms by acting on various microbial components. The company engages in the development of SoftOx Wound Irrigation Solution that is under preclinical studies for the prevention and treatment of infections on breached or compromised skin, including acute wounds and skin lesions in patients with eczema; and SoftOx Biofilm Eradicator, which is in preclinical studies to treat biofilm infections in non-healing chronic wounds. The company was founded in 2012 and is headquartered in Oslo, Norway.",Oslo,47 97 75 90 71,Norway,[],http://www.soft-ox.com,1,Hoffsveien 1A,,Biotechnology,58.5,58,65.97174,,0,,58,,20679,,58.5,64.70588,,58,,20679,,,,,,-6.219522,,,56.5,2,NOK,,11108,,,,449558016,,,80340,111.05597,56.5,58,,,11108,116,,,,18,57,False,,,58,OSL,SOFTOX SOLUTIONS,SoftOx Solutions AS,Europe/Oslo,CEST,False,7200000,EQUITY,SOFTOX-ME.OL,finmb_545902392,no_market,,98.757,,0,-17.275,,,,,7751000,,,10.206,,,,1577750400,,-19330244,-2.494,,,5.6829314,,1640908800,1585612800,,,5103956,399769504,,1530489600,50:1,,,,,,,,,,,https://logo.clearbit.com/soft-ox.com,12,,,,,101cdf12-74dc-3bc7-9b72-4c9802a2c1d8,,
SOGN,6885,Financial Services,"Sogn Sparebank provides banking products and services in Norway. The company offers saving accounts; saving products comprising bank, fund, and retirement savings; and deposit pension products. It also provides loan products for cars and other vehicles, as well as other small loans; and insource products comprising children, auto, death, health, building, holiday home, income, critical health, disability, UNG, and other insurance. In addition, the company offers bell payment products; bank cards; and mobile and online banking services. The company was founded in 1971 and is based in Ãrdalstangen, Norway.",Ardalstangen,47 57 64 85 10,Norway,[],http://sognbank.no,1,Evensensveg 8,,Banks—Regional,100,98,100.210144,0.03,0,,100,,79,,100,101.51471,3,98,,79,,,,3,1586995200,0.027874,,,98,2,NOK,21.4442,173,,,,61985000,,,123,0.45302397,98,100,,0,173,110,,,,90.5,97.5,False,0.030299999,0,100,OSL,SOGN SPAREBANK,Sogn Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,SOGN.OL,finmb_9192756,no_market,,-2.852,,0.16574,,0.0050251484,,,,632500,,,1454.886,,,,1577750400,0.07202,2829000,4.57,,,0.06735923,0.45014998,1640908800,1585612800,,,368366,-390270016,,,,,,,,,,,,,,https://logo.clearbit.com/sognbank.no,,,,,,d0fe10f0-a92f-30e2-859a-ac83025e9a89,,
RING,3510,Financial Services,"SpareBank 1 Ringerike Hadeland provides various banking products and services to retail and corporate customers in Norway. The company offers saving, deposit, and currency accounts; vehicle, house and travel, and pet insurance products, as well as life, children, disability, critical illness, accident, health, and business and personal products; mobile and online banking services; and debit and credit cards. It also provides mortgages; car, boat, and other vehicles; consumer and other loans; and bank guarantees, construction loans, trade credit, and operating credit for agriculture, as well as factoring, leasing, and repayment services. In addition, the company offers services for buying and selling of property; accounting, financing, payment and collection, and placement services; pension products; and savings and investment products. The company was founded in 1833 and is based in HÃ¸nefoss, Norway.",Honefoss,47 91 50 21 30,Norway,[],http://www.sparebank1.no/ringerike-hadeland,1,Sondre Torv 6,47 32 11 33 01,Banks—Regional,228,228,220.02174,0.058333334,0.65739995,,228,,323,,228,224.82353,13.3,228,,323,,,,13.3,1584662400,0.33914,,,228,2,NOK,11.263709,50,,,,3568291328,,,704,4.552879,228,234,,30000,50,240,10.734464,,5.24,185,228,False,0.0583,27700,228,OSL,SPAREBK RING HADEL,SpareBank 1 Ringerike Hadeland,Europe/Oslo,CEST,False,7200000,EQUITY,RING.OL,finmb_9220341,no_market,,9.237,,0.41522998,,0.08571434,,21.24,,15650400,,,233.221,,,,1577750400,0.049590003,316784000,20.242,,,0.9776135,0.73478997,1640908800,1585612800,,,4304957,7239292416,,,,,,-0.558,,,,,,,,https://logo.clearbit.com/sparebank1.no,,,,,,224474a1-3bbb-3a9b-bc52-ac97ff01b43b,,
SNOR,6509,Financial Services,"Sparebank 1 Nordvest provides various banking services in Norway. The company offers savings and deposit accounts; car, motorcycle, boat, and construction loans; and mortgages. It also provides business insurance products, which include liability, auto, mortgage, operating loss, asset, commercial, and project insurance products; personal insurance products, such as life, travel, and accidental insurance products; pension products; bank cards; payment and debt collection services; and mobile and online banking services. In addition, the company offers bank guarantees, trade credit products, and operating credit products for agriculture, as well as factoring, leasing, and repayment products and services. The company was founded in 1835 and is based in Kristiansund, Norway. Sparebank 1 Nordvest is a subsidiary of SpareBank 1 Gruppen AS.",Kristiansund,47 91 50 39 00,Norway,[],http://www.sparebank1.no/nb/nordvest,1,Langveien 21,47 71 58 01 50,Banks—Regional,109,108,110.60507,0.059633028,0.6379,,111,,96,,109,109.55882,6.5,108,,96,,,,6.5,1585785600,0.111436,,,108,2,NOK,12.698775,111,,,,248927488,,,548,0.61395365,108,111,,0,111,128,9.6858635,,,95,109,False,0.0596,0,111,OSL,SPAREBK 1 NORDVEST,Sparebank 1 Nordvest,Europe/Oslo,CEST,False,7200000,EQUITY,SNOR.OL,finmb_49703696,no_market,,8.899,,0.28702,,0.038095236,,11.46,,2242590,,,980.293,,,,1577750400,0.05173,18547000,8.741,,,0.11323145,0.50136,1640908800,1585612800,,,1236695,3608172032,,,,,,-0.824,,,,,,,,https://logo.clearbit.com/sparebank1.no,,,,,,395299a7-1e64-35a5-817a-5edb041835b0,,
SOLON,0161,Real Estate,"Solon Eiendom ASA acquires, develops, and sells residential real estate properties in Norway. The company was formerly known as Bionor Pharma ASA and changed its name to Solon Eiendom ASA. The company was founded in 2006 and is headquartered in Oslo, Norway.",Oslo,47 22 29 66 90,Norway,[],http://www.soloneiendom.no,1,Olav Vs gate 5,,Real Estate—Development,30.1,30.9,30.663044,0.06644518,1.6694,,32,,17133,,30.1,30.05,2,30.9,,17133,,,,,1557273600,0.486826,,,30.4,2,NOK,29.64015,15855,,,,2296261888,,,28619,1.677312,30.4,31.2,,0,15855,40.6,11.218637,,,24,30.4,False,,0,32,OSL,SOLON EIENDOM ASA,Solon Eiendom ASA,Europe/Oslo,CEST,False,7200000,EQUITY,SOLON.OL,finmb_410651936,no_market,,3.668,,0.05347,20.482,-0.13999999,,2.79,,73363000,,,16.987,,,,1577750400,0.14716,73203000,1.056,,,1.8425856,0.64419997,1640908800,1585612800,,,20671822,5021383168,,1490572800,1:200,,,,,,,,,,,https://logo.clearbit.com/soloneiendom.no,,,,,,abcae3f7-7509-3e50-8a01-ad5b236172c9,,
SBVG,3125,Financial Services,"SpareBank 1 BV provides various banking products and services in Norway. The company offers share and housing savings accounts; mortgages and loans; car, auto, and housing insurance products; and mobile and electronic banking, payment, billing, and financing services. It also provides pension plans. The company was founded in 1859 and is based in TÃ¸nsberg, Norway.",Tonsberg,,Norway,[],http://www.sparebank1.no/nb/bv,1,Anton Jenssens gate 2,,Banks—Regional,35.2,35.2,36.363045,0.08380682,0.6158,,35.5,,18608,,35.2,35.80294,2.95,35.2,,18608,,,,2.42,1585699200,0.367595,,,34.5,2,NOK,8.776267,26514,,,,2240099584,,,13271,1.9100342,34.5,35.5,,100000,26514,44.5,8.616505,,6.51,28,35.3,False,0.0688,380000,35.5,OSL,SPAREBANK 1 BV,SpareBank 1 BV,Europe/Oslo,CEST,False,7200000,EQUITY,SBVG.OL,finmb_11323750,no_market,,7.811,,0.38969,,,,4.12,,63101400,,,81.31,,,,1577750400,0.06849,255248992,4.045,,,0.4366007,0.51590997,1640908800,1585612800,,,56475711,9161046016,,1320624000,6:5,,,-0.477,,,,,,,,https://logo.clearbit.com/sparebank1.no,342,,,,,b4cb79f8-d921-3b5d-bc78-0f74db46072f,,
MING,,Financial Services,"SpareBank 1 SMN, together with its subsidiaries, provides various financial and banking products and services to personal and corporate customers in Norway and internationally. The company provides advisory services; and a range of products in the fields of financing, savings and investment, insurance, and payment services. It also offers investment and operations financing, domestic and foreign money transfers, fixed income and currency hedging, investment of surplus liquidity, structured products, and insurance of individuals and buildings/operating equipment; factoring and accountancy services; leasing services and loans; and mobile and online banking services. In addition, the company provides real estate and asset management services; and credit and debit cards, as well as stock trading services. SpareBank 1 SMN was founded in 1823 and is headquartered in Trondheim, Norway.",Trondheim,47 91 50 73 00,Norway,[],http://www.sparebank1.no/nb/smn,1,no. 4 Sondre gate,,Banks—Regional,82.3,82.5,80.734055,0.060753338,0.5971,,83.6,,96358,,82.3,78.9147,5,82.5,,96358,,,,5,1585267200,0.865853,,,82.3,2,NOK,9.910448,81423,,,,10776387584,,,215454,2.116337,82.3,83.1,,130100,81423,106,8.583247,,4.72,58.2,82.9,False,0.0608,113200,83.6,OSL,SPAREBANK 1 SMN,SpareBank 1 SMN,Europe/Oslo,CEST,False,7200000,EQUITY,MING.OL,finmb_881999,no_market,,5.214,,0.34328,,-0.16700405,,9.67,,129836000,,,145.743,,,,1577750400,0.40594003,1084000000,8.375,,,0.5694956,0.05777,1640908800,1585612800,,,124074110,26552211456,,1238112000,6:5,,,-0.733,,,,,,,,https://logo.clearbit.com/sparebank1.no,1553,,,,,7be6b8a4-5b90-3fbc-9371-245907c7b391,,
SOAG,1526,Financial Services,"SpareBank 1 Ãstfold Akershus, a savings bank, provides various banking products and services in Ãstfold and the southern part of Akershus. It offers savings, deposit, operating, tax deduction, and currency accounts; bank cards; repayment, construction, boat, motorcycle, and car loans; trade and operating credit products; factoring services; leasing products; bank guarantees; operating credit for agriculture; savings and investment products; and mortgage products. The company also provides insurance products, such as business, commercial, project, liability, asset, car, boat, personal, treatment, accident, occupational injuries, disability, house and condominium, travel, life, and other insurance, as well as pension products. In addition, it offers debt collection and accounting services; futures and currency options; and mobile and online banking services. SpareBank 1 Ãstfold Akershus was founded in 1835 and is headquartered in Moss, Norway.",Moss,47 91 50 57 00,Norway,[],http://www.sparebank1.no/ostfold-akershus,1,Varnaveien 43E,,Banks—Regional,228,236,226.84782,0.06315789,5.4175,,236,,293,,228,228.52942,14.4,236,,293,,,,12,1585872000,0.091753,,,232,2,NOK,9.25335,26,,,,2874039296,,,508,3.722757,232,236,,90100,26,270,9.662641,,4.37,185,232,False,0.052600004,40000,236,OSL,SPAREBANK 1 OSTFOL,SpareBank 1 Ostfold Akershus,Europe/Oslo,CEST,False,7200000,EQUITY,SOAG.OL,finmb_12505834,no_market,,7.84,,0.42986,,0.0363636,,24.01,,12388100,,,291.183,,,,1577750400,0.09793,310620992,25.072,,,0.7967498,0.80093,1640908800,1585612800,,,3699223,6052650496,,,,,,-0.525,,,,,,,,https://logo.clearbit.com/sparebank1.no,,,,,,a7cf2ced-7d76-33c6-8a53-9928120ada46,,
SOR,4662,Financial Services,"Sparebanken SÃ¸r operates as an independent savings bank in Norway. The company operates through two segments, Retail Market and Corporate Market. It is involved in banking, securities trading, and real estate brokerage activities in Agder, Rogaland, Vestfold, and Telemark. The company also provides mortgaging, car financing, leasing, and property management services; and sells life and general insurance, pension, and group life insurance products to retail and corporate customers. It conducts banking operations in 34 locations and real estate brokerage business in 17 locations. The company was founded in 1824 and is headquartered in Kristiansand, Norway. Sparebanken SÃ¸r is a subsidiary of Sparebankstiftelsen Sparebanken SÃ¸r.",Kristiansand,47 38 10 92 00,Norway,[],http://www.sor.no,1,Radhusgata 9,47 85 03 86 65,Banks—Regional,98.8,98,98.471016,0.060728744,0,,99.6,,4547,,98.8,98.57647,6,98,,4547,,,,,1585267200,0.222415,,,97.4,2,NOK,9.196892,5613,,,,1556991744,,,2819,0.66737753,97.4,99.4,,63500,5613,123,9.484734,,,80,99.2,False,,98600,99.6,OSL,SPAREBANKEN SOR,Sparebanken Sor,Europe/Oslo,CEST,False,7200000,EQUITY,SOR.OL,finmb_5719538,no_market,,26.148,,0.45221,,0.04000008,,10.48,,15663900,,,843.593,,,,1577750400,0.10958,175000000,10.808,,,0.11782933,0.64037,1640908800,1585612800,,,6022160,61003595776,,,,,,-0.299,,,,,,,,https://logo.clearbit.com/sor.no,434,,,,,f0a4015a-e222-3f67-9088-d83be6bd369a,,
SBTE,3921,Financial Services,"SpareBank 1 Telemark provides banking products and services to private and business customers in Norway. It offers deposit and currency accounts; and car and construction loans, trade credit, mortgage, and operating credit for agriculture. The company also provides factoring, leasing, and bank guarantee services; and liability, asset, property, personal, commercial, project, and car insurance products. In addition, it offers online and mobile banking, billing, cards, and collection services; and advice relating to buying and selling properties. SpareBank 1 Telemark was founded in 1844 and is based in Porsgrunn, Norway.",Porsgrunn,47 915 02 610,Norway,[],http://www.sparebank1.no/nb/telemark/privat.html,1,Storgata 117,47 355 69 601,Banks—Regional,126,126,125.61232,0.061904762,0.4284,,126,,1523,,126,126.97059,7.8,126,,1523,,,,5.8,1585267200,,,,126,2,NOK,9.312639,10,,,,1373223552,,,1385,1.9251103,126,126,,0,10,143,,,,109,125,False,0.045300003,0,126,OSL,SPAREBANK 1 TELEMK,SpareBank 1 Telemark,Europe/Oslo,CEST,False,7200000,EQUITY,SBTE.OL,finmb_33838065,no_market,,11.234,,0.42354,,0.049999952,,,,10898600,,,320.224,,,,1577750400,0.09318,147496000,13.53,,,0.39347458,0.64611,1640908800,1585612800,,,10174852,8013227520,,,,,,-0.346,,,,,,,,https://logo.clearbit.com/sparebank1.no,,,,,,2c4ec891-6da1-3876-8384-b8cff884b924,,
SKUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPOL,2302,Financial Services,"SpareBank 1 Ãstlandet provides various financial products and services to individuals, businesses, public sectors, clubs, and societies. It offers retail and corporate banking services, deposits, loans, savings, advisory, insurance, money-transfer, investment, and pension products and services. The company also provides payment, real estate brokerage and rental, management, accounting and payroll, leasing, financing, HR and consulting, and online and mobile banking services. It has 37 branches, including 21 in Hedmark, 2 in Oppland, 5 in Oslo, and 9 in Akershus. The company was founded in 1845 and is headquartered in Hamar, Norway. SpareBank 1 Ãstlandet is a subsidiary of Sparebankstiftelsen Hedmark.",Hamar,47 91 50 70 50,Norway,[],http://www.sparebank1.no/en/ostlandet/personal.html,1,Strandgata 15,,Banks—Regional,89,89,87.735504,0.06426966,0.52889997,,89.2,,22468,,89,88.117645,5.72,89,,22468,,,,4.58,1585267200,0.83146,,,89,2,NOK,10.597762,1749,,,,10308870144,,,30267,2.8643706,89,89.1,,0,1749,101.6,10.022522,,,70.1,88.9,False,0.0517,0,89.2,OSL,SPAREBANK 1 OSTLAN,SpareBank 1 Ostlandet,Europe/Oslo,CEST,False,7200000,EQUITY,SPOL.OL,finmb_12505908,no_market,,14.142,,0.38926998,,0.04952824,,8.88,,115830000,,,139.282,,,,1577750400,0.14663,973000000,8.398,,,0.6389914,0.66322,1640908800,1593475200,,,115617820,50895851520,,,,,,-0.07,,,,,,,,https://logo.clearbit.com/sparebank1.no,1139,,,,,570d1e40-e6eb-36fd-94ed-02edf23d7a9a,,
NONG,9008,Financial Services,"SpareBank 1 Nord-Norge provides financial products and services to personal customers, companies, and organizations in Northern Norway. The company offers various savings, lending, and insurance products, as well as payment services. Its activities also include hedging instruments and trading in interest rate and currency instruments; hedging instruments in the commodity derivatives market; sale of Norwegian bonds and certificates, as well as bond market issues; purchase and sale of equities and fund units; and provision of corporate finance, as well as trading and investment advice services. In addition, the company is involved in leasing, consumer financing, real estate brokerage, and accounting operations. It operates through a network of 38 offices across 36 municipalities in Nordland, Troms, Finnmark, and Svalbard. The company was founded in 1836 and is headquartered in TromsÃ¸, Norway.",Tromso,47 91 50 22 44,Norway,[],http://www.sparebank1.no/nb/nord-norge,1,Sjogata 8,,Banks—Regional,64.5,64,64.11775,0.062015504,0.2589,,65.7,,94335,,64.5,63.191177,4,64,,94335,,,,4,1585267200,0.702671,,,63.3,2,NOK,9.126595,92249,,,,6535909888,,,158272,1.800526,63.3,65.3,,86400,92249,81,9.489796,,5.62,46.35,65,False,0.062,141000,65.7,OSL,SPAREBK 1 NORD-NOR,SpareBank 1 Nord-Norge,Europe/Oslo,CEST,False,7200000,EQUITY,NONG.OL,finmb_4509224,no_market,,8.549,,0.43444002,,-0.032983482,,6.86,,100398000,,,136.365,,,,1577750400,0.25226,720000000,7.133,,,0.4773952,0.09822,1640908800,1585612800,,,95209320,31033800704,,1301529600,4:3,,,-0.558,,,,,,,,https://logo.clearbit.com/sparebank1.no,906,,,,,0eaa2134-341b-36b7-a162-fec9e91edee8,,
MORG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVEG,5011,Financial Services,"Sparebanken Vest, a financial services company, provides banking and financing services in the counties of Hordaland, Rogaland, and Sogn og Fjordane, Norway. It operates through Corporate Market, Retail Market, Treasury, and Estate Agency Activities segments. The company is also involved in the estate agency and home mortgages activities. As of December 31, 2019, it had 33 points of sale outlets. The company was founded in 1823 and is headquartered in Bergen, Norway.",Bergen,47 91 50 55 55,Norway,[],http://www.spv.no,1,Jonsvollsgaten 2,,Banks—Regional,65.4,65.4,61.005074,0.03700306,0.34080002,,65.5,,29003,,65.4,62.755882,2.42,65.4,,29003,,,,2.42,1585094400,0.564459,,,65.1,2,NOK,9.725536,9194,,,,6995633664,,,51737,1.7791541,65.1,65.3,,100000,9194,73.8,10.316455,,5.88,42.1,65.2,False,0.037,300000,65.5,OSL,SPAREBANKEN VEST,Sparebanken Vest,Europe/Oslo,CEST,False,7200000,EQUITY,SVEG.OL,finmb_8081598,no_market,,29.016,,0.50203,,0.24809158,,6.32,,107295000,,,148.969,,,,1577750400,0.31427,539000000,6.704,,,0.43767494,0.26554,1640908800,1585612800,,,82679268,114090893312,,,,,,-0.221,,,,,,,,https://logo.clearbit.com/spv.no,722,,,,,7a2d122c-4b88-3068-9aa7-0e98d1c5b807,,
