ticker,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,address2,trailingPE,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
MORG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVEG,5011,Financial Services,730,"Sparebanken Vest, a financial services company, provides banking and financing services in the counties of Hordaland, Rogaland, and Sogn og Fjordane, Norway. It operates through Corporate Market, Retail Market, Treasury, and Estate Agency Activities segments. The company is also involved in the estate agency and home mortgages activities. As of December 31, 2019, it had 33 points of sale outlets. The company was founded in 1823 and is headquartered in Bergen, Norway.",Bergen,47 91 50 55 55,Norway,[],http://www.spv.no,1,Jonsvollsgaten 2,Banks—Regional,68.8,68.5,61.017517,0.03517442,0.3735,,68.9,,50758,,68.8,63.864704,2.42,68.5,,50758,,,,2.42,1585094400,0.564459,,,67.7,2,NOK,109677,,,,7306789376,,,51871,1.9684238,67.7,68.5,,100000,109677,73.8,10.775316,,5.88,42.1,68.4,False,0.0352,300000,68.9,OSL,SPAREBANKEN VEST,Sparebanken Vest,Europe/Oslo,CEST,False,7200000,EQUITY,SVEG.OL,finmb_8081598,no_market,,30.6,,0.48788,,0.24637687,,6.32,,107295000,,,161.512,,,,1577750400,0.31427,582000000,6.386,,,0.42164052,0.26554,1640908800,1593475200,,,78181423,113585963008,,,,,,-0.247,,,,,,,,https://logo.clearbit.com/spv.no,,10.663952,,,,,7a2d122c-4b88-3068-9aa7-0e98d1c5b807,
SRBANK,4068,Financial Services,1255,"SpareBank 1 SR-Bank ASA, together with its subsidiaries, provides various financial products and services for personal and corporate customers in Southern and Western Norway. The company offers its products and services in the areas of savings, loans, advice, insurance, and pensions. It also provides foreign exchange, administrative securities, commercial properties brokerage, leasing, accounting, and securities trading services, as well as active management and securities management services. In addition, the company facilitates debt and equity funding; and sells real estate properties comprising holiday homes, new builds, and used homes. Further, it is involved in the customer trading of interest rate instruments; and purchasing of home mortgages and funds by issuing covered bonds. Additionally, the company offers credit and debit cards; structured products; and mobile and online banking services. The company also serves retail, small business, and agricultural customers, as well as public sector. As of December 31, 2018, it had 36 branches in Rogaland, Vest-Agder, Aust-Agder, and Hordaland. SpareBank 1 SR-Bank ASA was founded in 1839 and is headquartered in Stavanger, Norway.",Stavanger,47 91 50 20 02,Norway,[],http://www.sparebank1.no/nb/sr-bank,1,Christen Tranes Gate 35,Banks—Regional,79,79.1,72.76365,0.06962025,0,,79.5,,243112,,79,74.079414,5.5,79.1,,243112,,,,,1587686400,0.918118,,,78.2,2,NOK,281702,,,,20195954688,,,321933,4.639549,78.2,79.05,,,281702,105.3,,,,48.38,78.9,False,,,79.5,OSL,SPAREBANK 1 SR BK,SpareBank 1 SR-Bank ASA,Europe/Oslo,CEST,False,7200000,EQUITY,SRBANK.OL,finmb_883781,no_market,,34.146,,0.35722,,,,,,255644992,,,98.551,,,,1577750400,0.37039003,1480000000,6.156,,,0.80161536,0.32251,1640908800,1593475200,,,166984950,148639088640,,,,,,-0.716,,,,,,,,https://logo.clearbit.com/sparebank1.no,Postboks 250,12.833008,,,,,,
SNI,WC2B 4HN,Industrials,6749,"Stolt-Nielsen Limited, together with its subsidiaries, provides transportation, storage, and distribution solutions for chemicals and other bulk-liquid products worldwide. The company operates in four segments: Tankers, Tank Containers, Terminals, and Stolt Sea Farm. It transports, stores, and distributes bulk-liquid chemicals, edible oils, acids, petroleum products, and other specialty liquids. The company also produces, processes, and markets seafood, including turbot, sturgeon, caviar, and sole; and transports liquefied petroleum gas. It is also involved in the distribution of bitumen. In addition, it owns and operates liquid natural gas and liquefied petroleum gas carriers. The company was founded in 1959 and is based in London, the United Kingdom. Stolt-Nielsen Limited is a subsidiary of Fiducia Ltd.",London,44 20 7611 8960,United Kingdom,[],http://www.stolt-nielsen.com,1,Aldwych House,Marine Shipping,85,87,87.656204,0,,,87,,15115,,85,84.23235,0,87,,15115,,,,,1587600000,0.980255,,,83.6,2,NOK,14659,,,,6593860096,,,19401,3.2649968,83.6,84.3,,400,14659,134.6,55.8,,5.67,69.6,83.1,False,,145400,87,OSL,STOLT-NIELSEN LTD,Stolt-Nielsen Limited,Europe/Oslo,CEST,False,7200000,EQUITY,SNI.OL,finmb_305831,no_market,,3.838,,-0.00336,20.111,,,1.5,,63023800,,,20.457,,,,1575072000,0.11141,-1544000,-0.113,,,4.091509,0.61417,1638230400,1590883200,,,33134761,7751703552,,,,,,0.01,,,,,,,,https://logo.clearbit.com/stolt-nielsen.com,4th Floor 71â91 Aldwych,,,,,,b9065de0-e668-3a66-871a-60fbe6d371a0,
SUSB-ME,6650,Financial Services,,"Surnadal Sparebank, an independent savings bank, provides various banking product and services to individuals and businesses in Norway. The company offers savings and pension accounts. It also provides mortgage, car, other vehicles, motor homes/caravans, motorcycles/quads, snowmobiles, construction, and home loans, as well as small loans and refinancing, and bridge financing; bank guarantees; and overdraft services. In addition, the company offers various insurance products, such as home and leisure insurance; liability, customer's, cyber, farm building agriculture, operating tools and crop, property, health, landlord, craft, commercial, personal, travel, large car, goods during transport, and occupational injuries insurance, as well as home insurance agriculture products; vehicle insurance comprising ATV/Quad biking, motorhome, boat, caravan, motorcycle, moped and scooter, private tractor, veteran vehicle, and snowmobile; and other insurance, including horse, and dog and breed cat. Further, it provides mobile, online, and Internet banking services; credit cards; bank cards; overseas payment services; fund savings; mobile payments; and vehicles, machinery, operating equipment, and movable properties leasing services. Additionally, the company offers iZettle, a mobile payment terminal. Surnadal Sparebank was founded in 1842 and is based in Surnadal, Norway.",Surnadal,47 71 66 27 00,Norway,[],http://www.bank.no,1,BÃ¥rdshaugvegen 7,Banks—Regional,109,108,106.824814,0.06422018,0.2025,,108,,290,,109,106.882355,7,108,,290,,,,7,1583280000,0.243302,,,108,2,NOK,200,,,,217656720,,,487,1.4130526,108,109,,,200,117,,,,100,108,False,0.0642,,108,OSL,SURNADAL SPAREBANK,Surnadal Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,SUSB-ME.OL,finmb_58060310,no_market,,3.969,,0.43442002,,-0.031085312,,,,2015340,,,421.213,,,,1577750400,0.03771,66915000,33.203,,,0.25640234,0,1640908800,1585612800,,,1899140,611333248,,,,,,-0.407,,,,,,,,https://logo.clearbit.com/bank.no,,3.2527182,47 71 66 27 27,,,,2e02084b-fec2-35c2-980f-3a238c630cc9,
SUNSB-ME,6600,Financial Services,,"Sunndal Sparebank, a savings bank, provides banking products and services for private and corporate customers in Norway. It offers payment and card solutions, such as BankID on mobile, bank cards, credit, mobile and online banking, international payments, Visa cards, and VIPPS; auto, building, holiday home, property, income, UNG, health, children, death fall, critical illness, disability, and other insurance, as well as health policies; car loans, mortgages, loans to other vehicles, and loans and refinancing; and savings and pensions, including share savings accounts, bank savings, BSU, fund savings, IPS, retirement savings, deposits pension, and VPS investor services to private customers. The company provides payment and card solutions, such as bank cards, payment terminals, eGiro/OCR, billing, credit, Web and mobile banking, and other payment services; financing solutions, including bank guarantees, construction loans, overdrafts, leasing, and corporate loans; liability, customer's, cyber, farmhouse agriculture, operating equipment and crop, property, health, landlord, home, craft, car, commercial, personal, travel, goods during transport, and occupational injuries insurance; savings and pensions; and other accounts and services to businesses in construction, property, trade and services, and agriculture industries. The company was founded in 1892 and is based in SunndalsÃ¸ra, Norway.",SunndalsÃ¸ra,47 71 68 91 00,Norway,[],http://sunndal-sparebank.no,1,Sunndalsveien 15,Banks—Regional,114,115,110.29197,0.07017544,0.296,,118,,50,,114,111.382355,8,115,,50,,,,8,1585267200,0.163578,,,115,2,NOK,2870,,,,160142528,,,224,1.7061669,115,118,,,2870,118,,,,106,116,False,0.070199996,,118,OSL,SUNNDAL SPAREBANK,Sunndal Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,SUNSB-ME.OL,finmb_32452702,no_market,,4.547,,0.37075,,0.045871615,,,,1357140,,,369.061,,,,1577750400,0.015420001,5527000,6.949,,,0.31973034,0,1640908800,1585612800,,,931366,426744768,,,,,,-0.441,,,,,,,,https://logo.clearbit.com/sunndal-sparebank.no,,16.980862,,,,,dd197052-51d0-31d7-81d4-de6977485aa6,
STB,1327,Financial Services,1683,"Storebrand ASA, through its subsidiaries, primarily provides insurance products and services in Norway and Sweden. It operates through four segments: Savings, Guaranteed Pension, Insurance, and Other. The Savings segment offers retirement savings, defined contribution pensions, asset management, and retail banking products. The Insurance segment provides health insurance, property and casualty insurance, personal risk products, employer's liability insurance, and pension-related insurance products. The Guaranteed Pension segment offers long-term pension savings products, such as defined benefit pensions, paid-up policies, and individual capital and pension insurance products. The Other segment provides life insurance products; and loans. The company also offers securities, and banking and investment services. It serves private individuals, corporate and retail markets, companies, municipalities, and public sector. Storebrand ASA was founded in 1767 and is headquartered in Lysaker, Norway.",Lysaker,47 22 31 50 50,Norway,[],http://www.storebrand.no,1,Professor Kohts vei 9,Financial Conglomerates,52.5,52.44,51.0721,0.061904762,0,,52.58,,1531815,,52.5,51.826763,3.25,52.44,,1531815,,,,,1587600000,1.271777,,,51.8,2,NOK,1033151,,,,24416454656,,,2400657,0.3856224,51.8,52.24,,81400,1033151,74.9,9.197184,,,33.84,52.22,False,,115200,52.58,OSL,STOREBRAND ASA,Storebrand ASA,Europe/Oslo,CEST,False,7200000,EQUITY,STB.OL,finmb_876161,no_market,,0.816,,0.02922,16.937,-0.030291796,,5.68,,467390016,,,73.592,,,,1577750400,0.64619005,1838000000,3.937,,,0.7098598,0.05957,1640908800,1593475200,,,457939559,51691462656,,,,,,-0.002,,,,,,,,https://logo.clearbit.com/storebrand.no,P.O. Box 500,13.268987,,,,,51fabac2-38a8-3ceb-a804-75f790a366ca,
SUBC,2086,Energy,,"Subsea 7 S.A. delivers offshore projects and services for the evolving energy industry worldwide. It provides subsea field development products and services, including project management, design and engineering, procurement, fabrication, survey, installation, and commissioning of production facilities on the seabed and the tie-back of its facilities to fixed or floating platforms or to the shore. The company also offers engineering, procurement, construction, and installation of subsea umbilicals, risers, and flowlines; life of field services, such as inspection, repair, maintenance, integrity management, and remote intervention of subsea infrastructure; conventional services comprising fabrication, installation, extension, and refurbishment of fixed and floating platforms and associated pipelines; hook-up services; and refurbishment of fixed and floating platforms and associated pipelines in shallow water. In addition, it operates heavy lifting operations for oil and gas structures; and installs offshore wind farm foundations and inter-array cables, as well as engages in the decommissioning of redundant offshore structures. Further, the company provides remotely operated vehicles (ROVs) and tooling services to support exploration and production activities. It has a fleet of 5 chartered vessels and 91 ROVs. Subsea 7 S.A. was incorporated in 1993 and is based in Luxembourg City, Luxembourg.",Luxembourg City,,Luxembourg,[],http://www.subsea7.com,1,"412F, Route d'Esch",Oil & Gas Equipment & Services,70.66,70.46,65.85102,,0,,71.18,,607352,,70.66,67.47471,,70.46,,607352,,,,,1556150400,1.630662,,,69.3,2,NOK,509833,,,,20828547072,,,1122511,6.2286325,69.3,70.06,,128000,509833,110.1,280.32,,,38.5,69.98,False,,37100,71.18,OSL,SUBSEA 7 S.A.,Subsea 7 S.A.,Europe/Oslo,CEST,False,7200000,EQUITY,SUBC.OL,finmb_359868,no_market,,6.246,,-0.31124002,51.844,-0.18198651,,0.25,,297211008,,,14.516,,,,1577750400,0.61302,-1040800000,-3.495,,,4.8277764,0.24016,1640908800,1593475200,,,223844129,20887916544,,,,,,,,,,,,,,https://logo.clearbit.com/subsea7.com,,,,,,,8610c031-034f-3083-a212-b713518bf428,
TRVX,0283,Healthcare,20,"Targovax ASA, a clinical stage immuno-oncology company, engages in the development of oncolytic viruses to target hard-to-treat solid tumors. Its lead product candidate is ONCOS-102 that is in Phase I/II clinical studies for the treatment of mesothelioma, melanoma, peritoneal disease, and prostate cancer. It also develops neoantigen cancer vaccines targeting tumors with oncogenic RASÂmutations. The company has collaboration agreements with Cancer Research Institute, Ludwig Cancer Research, and AstraZeneca to develop ONCOS-102 for peritoneal disease; Sotio to develop ONCOS-102 for prostate cancer; Valo Therapeutics to develop RAS neoantigen coating of ONCOS viruses using PeptiCRAd technology; and Merck & Co., Inc. to evaluate ONCOS-102 in combination with KEYTRUDA in mesothelioma. Targovax ASA is based in Oslo, Norway.",Oslo,47 21 39 88 10,Norway,[],http://www.targovax.com,1,Lilleakerveien 2C,Biotechnology,6.6,6.61,6.7,,0,,6.99,,106714,,6.6,6.5608826,,6.61,,106714,,,,,,2.059233,,,6.53,2,NOK,128091,,,,505981920,,,307164,197.41783,6.53,6.65,,0,128091,12,-2.3333335,,,3.515,6.54,False,,0,6.99,OSL,TARGOVAX ASA,Targovax ASA,Europe/Oslo,CEST,False,7200000,EQUITY,TRVX.OL,finmb_144098164,no_market,,169.788,,0,-3.245,0.21323526,,-2.85,,76087504,,,5.387,,,,1577750400,0.25366,-132435000,-2.02,,,1.2344533,0.122279994,1640908800,1585612800,,,52861785,435165440,,,,,,,,,,,,,,https://logo.clearbit.com/targovax.com,,,,,,,fccf11ea-fe66-3f46-abef-9e2d0c89d3ee,
STORM,,Real Estate,5,"Storm Real Estate ASA, an investment company, acquires and manages real estate properties in Russia. It owns and operates the Gasfield office building in Moscow with a net lettable area of approximately 11,500 square meters. Storm Real Estate ASA was founded in 2007 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://www.stormrealestate.no,1,Haakon VIIS gate 5,Real Estate Services,3.6,3.2,2.6056933,0.119166665,0,,3.92,,11714,,3.6,3.382353,0.429,3.2,,11714,,,,,1464307200,1.486643,,,3.2,4,NOK,8067,,,,32157800,,,67236,11.077437,3.2,3.54,,80000,8067,6.45,40.444443,,,1.26,3.26,False,,100000,3.92,OSL,STORM REAL EST ASA,Storm Real Estate ASA,Europe/Oslo,CEST,False,7200000,EQUITY,STORM.OL,finmb_38919651,no_market,,17.566,,-0.10816,94.785,-0.19282514,,0.09,,8834560,,,0.534,,,,1577750400,0,-314000,-0.036,,,6.8164797,0.47079,1640908800,1577750400,,,4904419,50994428,,1562716800,1:10,,,-0.45,,,,,,,,https://logo.clearbit.com/stormrealestate.no,,,,,,,dd6c75a6-28b5-3002-8b2b-f8724872256a,
STRONG,2005,Industrials,512,"StrongPoint ASA develops and sells technology solutions for e-commerce and store operations in Norway, Sweden, and internationally. It operates through three segments: Retail Technology, Cash Security, and Labels. The company offers various retail solutions, including cash management, select and collect, click and collect, self-service, and electronic shelf labelling solutions, as well as retail management software and other solutions; and consultative services. It also provides cash security solutions for secure cash logistics. In addition, the company offers intelligent banknote neutralization system technology that protects cash in transit. Further, it sells retail solutions from third party technology providers and technology products; and manufactures and sells self-adhesive labels for various products and applications, as well as provides label design and printing services. The company was formerly known as PSI Group ASA and changed its name to StrongPoint ASA in September 2015. StrongPoint ASA is headquartered in RÃ¦lingen, Norway.",RÃ¦lingen,47 03254,Norway,[],http://www.strongpoint.com,1,Slynga 10,Business Equipment & Supplies,17.65,17.85,12.571679,0.033994336,0,,18.7,,47029,,17.65,16.194117,0.6,17.85,,47029,,,,,1556496000,0.566782,,,17.8,2,NOK,389061,,,,812543552,,,104451,0.7360096,17.8,18.35,,406900,389061,19.2,16.681818,,,8.56,18.2,False,,200000,18.7,OSL,STRONGPOINT ASA,StrongPoint ASA,Europe/Oslo,CEST,False,7200000,EQUITY,STRONG.OL,finmb_20358742,no_market,,0.865,,0.018170001,15.43,0.50212765,,1.1,,44280300,,,6.907,,,,1577750400,0.31468,20063000,0.45,,,2.6567252,0.31726,1640908800,1593475200,,,28472734,954445184,,1115596800,1:10,,,0.051,,,,,,,,https://logo.clearbit.com/strongpoint.com,,40.77778,,,,,f08e3dc2-bb19-3597-895c-d147eea96f66,
TYSB-ME,5680,Financial Services,,"Tysnes Sparebank, a savings bank, provides banking products and services for private and business customers in Tysness and surrounding areas. It offers payment solutions, such as bank cards, credits, and mobile and online banking; insurance solutions, such as children, auto, death fall, health, buildings, holiday home, income, critical health, disability, and other insurance; loans, such as car loans, mortgages, loans to other vehicles, credit lines, and small loans; and share savings accounts, bank savings, BSU, fund savings, IPS, and retirement savings and pension accounts to private customers. The company also provides payment solutions, billing services, and Web and mobile banking services; financing services, such as bank guarantees, overdrafts, leasing, and corporate loans; liability, operational agriculture, property, health, home insurance, breeding and crew, car, and occupational insurance; and other accounts to companies in construction, property, trade and services, and agricultural industries. The company was incorporated in 1862 and is headquartered in Tysnes, Norway branches in Kvinnherad, Bergen, Odda, and Stord.",Tysnes,47 53 43 03 00,Norway,[],http://tysnes-sparebank.no,1,Teiglandsvegen 2,Banks—Regional,112,110,111.24818,0.04,0,,110,,8,,112,111.882355,4.48,110,,8,,,,4.48,1591920000,,,,110,2,NOK,23,,,,166878800,,,92,2.5178611,110,110,,,23,128,,,,98,109,False,0.04,,110,OSL,TYSNES SPAREBANK,Tysnes Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,TYSB-ME.OL,finmb_243651074,no_market,,9.778,,0.34339002,,,,,,1517080,,,210.553,,,,1577750400,0.02637,22759000,18.336,,,0.5224338,0,1640908800,1593475200,,,700022,648096576,,,,,,-0.246,,,,,,,,https://logo.clearbit.com/tysnes-sparebank.no,,5.9991274,,,,,de47baa7-16a7-3778-aa54-ecf4024100b0,
TEAM,HM 11,Industrials,88,"Team Tankers International Ltd., a shipping company, owns and operates chemical tankers for the seaborne transportation of liquid chemicals worldwide. The company transports various cargoes, such as organic chemicals, non-organic chemicals, petroleum products, vegetable oils, and lube oils. It operates 31 owned and 9 leased vessels. The company serves industrial chemical, oil, and mining companies. Team Tankers International Ltd. was founded in 1883 and is headquartered in Hamilton, Bermuda.",Hamilton,,Bermuda,[],http://www.teamtankers.com,1,Williams House,Marine Shipping,3.34,3.1,4.5353284,,0,,3.4,,5008,,3.34,3.3852942,,3.1,,5008,,,,,,-0.337979,,,3.1,4,NOK,12380,,,,677956480,,,17594,2.1071563,3.1,3.32,,,12380,7.65,,,,3,0,False,,,3.4,OSL,TEAM TANKERS INTL,Team Tankers International Ltd.,Europe/Oslo,CEST,False,7200000,EQUITY,TEAM.OL,finmb_28747656,no_market,,2.539,,-0.12687999,37.516,-0.41913044,,,,202980992,,,1.657,,,,1577750400,0.00877,-40821000,-0.216,,,2.015691,0.113129996,1640908800,1585612800,,,139405841,816910272,,,,,,,,,,,,,,https://logo.clearbit.com/teamtankers.com,4th Floor 20 Reid Street,,,,,,9eb2925f-168c-30d3-8255-c18bb3011de9,
TECH,0667,Technology,212,"Techstep ASA provides digital workplace services in Norway and Sweden. It offers mobile hardware, service, support, and mobility consultancy services; and software as a service telecom expense management modules. The company also provides industry-leading cloud-based PBX solutions and enterprise mobility management services, including mobile security, system design, implementation, and mobile device management. Techstep ASA is headquartered in Oslo, Norway.",Oslo,47 23 17 23 50,Norway,[],http://www.techstepasa.no,1,BrynsallEen 4,Software—Application,3.24,3.48,2.6837227,,0,,3.58,,88094,,3.24,2.8070588,,3.48,,88094,,,,,,0.344333,,,3.3,4,NOK,345953,,,,563263744,,,45016,0.49381593,3.3,3.48,,60000,345953,3.9,,,,1.95,3.46,False,,72100,3.58,OSL,TECHSTEP ASA,Techstep ASA,Europe/Oslo,CEST,False,7200000,EQUITY,TECH.OL,finmb_371366152,no_market,,0.518,,-0.058130004,32.954,-0.14511871,,,,162792992,,,2.905,,,,1577750400,0.027460001,-66303000,-0.402,,,1.1910499,0.75827,1640908800,1585612800,,,37517372,590736704,,1457654400,1:10,,,,,,,,,,,https://logo.clearbit.com/techstepasa.no,,,,,,,98dc7594-ff78-3c96-a31e-cdf580ce8a5f,
ULTIMO,0379,Healthcare,19,"Ultimovacs ASA, a pharmaceutical company, develops immunotherapies for various cancers. The company engages in performing a clinical development program with clinical trials in Europe and the United States. Its lead product candidate is UV1, a peptide-based vaccine, which completed Phase I clinical trial that induces T cell response against the universal cancer antigen telomerase. The company was founded in 2011 and is headquartered in Oslo, Norway.",Oslo,47 41 38 00 80,Norway,[],http://www.ultimovacs.com,1,UllernchaussÃ©en 64,Biotechnology,46.4,47.3,42.69927,,0,,53,,17855,,46.4,42.14706,,47.3,,17855,,,,,,,,,47.3,2,NOK,76194,,,,1560306816,,,26895,,47.3,48.8,,,76194,76,,,,26,48.7,False,,,53,OSL,ULTIMOVACS ASA,Ultimovacs ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ULTIMO.OL,finmb_241624822,no_market,,,,0,-12.192,,,,,31973500,,,15.06,,,,1577750400,0.28587,-76780000,-2.966,,,3.2403717,0.47478,1640908800,1585612800,,,15791553,995807488,,,,,,,,,,,,,,https://logo.clearbit.com/ultimovacs.com,,,,,,,920d6ba7-6524-3ff3-bb26-c3e0e6f49e46,
TOTG,2850,Financial Services,,"Totens Sparebank provides various banking and financial products and services in Norway. It provides savings; mortgages, loans, credit, and cards; pension products; VIPPS; insurance products; and asset management, leasing, payment, and real estate services, as well as online and mobile banking services. The company operates through five offices located in Mjosa, Gjovik, Lena, Raufoss, Hamar, and Raholt. Totens Sparebank was founded in 1854 and is headquartered in Lena, Norway.",Lena,47 61 14 12 00,Norway,[],http://www.totenbanken.no,1,Lenagata 30,Banks—Regional,140,140,135.11679,0.060714286,0.46240002,,140,,66,,140,138.55882,8.5,140,,66,,,,7,1585699200,,,,140,2,NOK,30,,,,857434176,,,402,2.1291604,140,140,,57000,30,149,9.408602,,,115,139,False,0.05,57000,140,OSL,TOTENS SPAREBANK,Totens Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,TOTG.OL,finmb_9237532,no_market,,16.592,,0.44746,,0.120000005,,14.88,,6124530,,,310.297,,,,1577750400,0.0932,134235200,16.196,,,0.45118064,0.40230998,1640908800,1593475200,,,3828079,6681874944,,1335916800,340:240,,,-0.041,,,,,,,,https://logo.clearbit.com/totenbanken.no,,8.64411,47 61 14 12 65,,,,326bf409-d1ab-37b9-866a-96d0d87ae252,
THIN,0160,Technology,23,"Thin Film Electronics ASA provides near field communications (NFC) solutions in Norway and internationally. The company offers NFC tags, electronic article surveillance anti-theft tags, and printed integrated systems. It also provides hardware, software, and integration services; and energy storage solutions for wearable devices, connected sensors, and others using solid-state lithium battery technology. The company was founded in 2005 and is headquartered in Oslo, Norway.",Oslo,47 22 42 45 00,Norway,[],http://www.thinfilmnfc.com,1,Fridtjof Nansens Plass 4,Electronic Components,0.34,0.34,0.87805915,,0,,0.352,,1569965,,0.34,0.3641353,,0.34,,1569965,,,,,,2.038908,,,0.34,4,NOK,1432013,,,,122244528,,,4814164,154.73991,0.34,0.345,,2859200,1432013,5.8,-6.88,,,0.2912,0.342,False,,1223200,0.352,OSL,THIN FILM ELECTRON,Thin Film Electronics ASA,Europe/Oslo,CEST,False,7200000,EQUITY,THIN.OL,finmb_740992,no_market,,55.444,,0,-1.104,-0.8671875,,-0.05,,355361984,,,-0.387,,,,1577750400,0.06763,-69498000,-1.19,,,,0.02408,1640908800,1585612800,,,43445147,43800812,,1572566400,1:20,,,,,,,,,,,https://logo.clearbit.com/thinfilmnfc.com,,,,,,,bea67659-9f1f-30a2-9bb3-0fd9bcef7d7c,
SPOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRE,1324,Financial Services,,"Treasure ASA, through its 12.04% interest in Hyundai Glovis Co. Ltd., provides transportation and logistics services in South Korea. The company was incorporated in 2016 and is based in Lysaker, Norway. Treasure ASA is a subsidiary of Wilh. Wilhelmsen Holding ASA.",Lysaker,47 67 58 40 00,Norway,[],http://www.treasureasa.com,1,PO Box 33,Asset Management,11.4,11.4,10.93562,0.004035088,0.158,,11.65,,28793,,11.4,10.952941,0.046,11.4,,28793,,,,0.4,1584057600,,,,11.2,2,NOK,43518,,,,2449118976,,,15382,193.54504,11.2,11.4,,387700,43518,15,,,,7.5,11.2,False,0.035099998,82400,11.65,OSL,TREASURE ASA,Treasure ASA,Europe/Oslo,CEST,False,7200000,EQUITY,TRE.OL,finmb_20576757,no_market,,194.901,,0,,-0.1428572,,,,214835008,,,1.777,,,,1577750400,0.17005,-236400992,-1.088,,,6.4153066,0.75238997,1640908800,1593475200,,,53478540,2466279936,,,,,,,,,,,,,,https://logo.clearbit.com/treasureasa.com,,,,,,,5f6188c3-c96f-3912-85c3-41d8eec4f9a9,
TOM,1385,Industrials,4500,"Tomra Systems ASA provides sensor-based solutions for optimal resource productivity worldwide. It operates through Collection Solutions and Sorting Solutions segments. The Collection Solutions segment produces, sells, and services reverse vending machines and related data management system. It is also involved in picking up, transporting, and processing empty beverage containers on behalf of beverage producers/fillers. This segment offers its solutions to the food retail industry in Europe and the United States. The Sorting Solutions segment provides sorting and processing technology for the fresh and processed food industries; sorting systems for waste and metal material streams; and ore sorting systems for the mining industry. Tomra Systems ASA was founded in 1972 and is headquartered in Asker, Norway.",Asker,47 66 79 91 00,Norway,[],http://www.tomra.com,1,Drengsrudhagen 2,Waste Management,397.3,396.8,330.2993,0.0069217216,0.59650004,,397.2,,277059,,397.3,369.9853,2.75,396.8,,277059,,,,2.75,1588636800,0.391986,,,388.8,2,NOK,211753,,,,57394655232,,,307641,5.9984174,388.8,389.8,,218400,211753,404.5,67.8534,,1.44,201,389.3,False,0.0069,98700,397.2,OSL,TOMRA SYSTEMS ASA,Tomra Systems ASA,Europe/Oslo,CEST,False,7200000,EQUITY,TOM.OL,finmb_878841,no_market,,6.433,,0.07117,37.783,0.49248672,,5.73,,147620000,,,38.575,,,,1577750400,0.71271,681000000,4.605,,,10.079066,0,1640908800,1593475200,,,108186195,61551984640,,974851200,2:1,,,-0.022,,,,,,,,https://logo.clearbit.com/tomra.com,,84.42996,47 66 79 91 11,,,,2ec6aabb-d108-3aab-9fd6-ef3992573975,
