ticker,zip,sector,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,address2,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fullTimeEmployees,fax,trailingPE,state,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid
SBVG,3125,Financial Services,"SpareBank 1 BV provides various banking products and services for private and corporate customers in Norway. It offers current, deposit, bill, and savings accounts; mortgages; consumer, construction, car, boat, motorcycle, caravan, motorhome, and ATV vehicle loans; and bank guarantees, trade credit, operating credit for agriculture, and factoring services, as well as vehicle and equipment leasing services. The company also provides auto, electric car, motorhome, veteran, boat, moped, snowmobile, tractor, bike, caravan, trailer, and ATV vehicle insurance products; and house, property, costume, hearing aid, bell, travel, valuables, life, children, disability, critical illness, accident, and health insurance products, as well as dog, cat, and horse insurance. In addition, it offers pension and investment products; financial advisory; accounting, payment, and real estate brokerage services; and mobile and electronic banking services. The company was founded in 1859 and is based in TÃ¸nsberg, Norway.",TÃ¸nsberg,47 91 50 24 80,Norway,[],http://www.sparebank1.no/nb/bv,1,Anton Jenssens gate 2,Banks—Regional,,35.7,36.1,35.388405,0.082633056,0.6111,,36.1,,21834,,35.7,36.465714,2.95,36.1,,21834,,,,2.42,1585699200,,,,35.7,2,NOK,8120,,,,2267287296,,,14611,1.9096627,35.7,36.1,,100000,8120,44.5,8.7378645,,6.48,28,35.7,False,0.0678,380000,36.1,OSL,SPAREBANK 1 BV,SpareBank 1 BV,Europe/Oslo,CEST,False,7200000,EQUITY,SBVG.OL,finmb_11323750,no_market,,9.041,,0.39726,,,,4.12,,62980200,,,82.28,,,,1577750400,0.06849,233647008,4.83,,,0.4375304,0.51590997,1640908800,1593475200,,,55744997,10733570048,,1320624000,6:5,,,,0.109,,,,,,,,https://logo.clearbit.com/sparebank1.no,337,,7.4534163,,,,,b4cb79f8-d921-3b5d-bc78-0f74db46072f
SHLF,,Energy,"Shelf Drilling, Ltd., through its subsidiaries, operates as a shallow water offshore drilling contractor in the Middle East, North Africa, the Mediterranean, South East Asia, India, and West Africa. It provides equipment and services for the drilling, completion, and well maintenance of shallow water offshore oil and natural gas wells. The company serves government owned or controlled energy companies, and integrated oil companies or independent exploration and production companies. As of December 31, 2019, it owned 32 independent-leg cantilever jack-up rigs. The company was founded in 2012 and is headquartered in Dubai, the United Arab Emirates.",Dubai,971 4 567 3400,United Arab Emirates,[],http://www.shelfdrilling.com,1,One JLT,Oil & Gas Drilling,Floor 12 Jumeirah Lakes Towers PO Box 212201,2.11,2.11,3.417971,,0,,2.2,,327789,,2.11,2.574,,2.11,,327789,,,,,,1.409392,,,2.05,4,NOK,324708,,,,288705824,,,462738,0.45955873,2.05,2.12,,0,324708,24,-4.6086955,,,2.02,2.1,False,,0,2.2,OSL,SHELF DRILLING LTD,"Shelf Drilling, Ltd.",Europe/Oslo,CEST,False,7200000,EQUITY,SHLF.OL,finmb_264429554,no_market,,2.034,,-0.45057,8.708,,,-0.46,,136182000,,,2.823,,,,1577750400,0.61056,-283057984,-2.067,,,0.7509741,0.19802,1640908800,1593475200,,,79140910,1277650432,,,,,,,,,,,,,,,https://logo.clearbit.com/shelfdrilling.com,2160,971 4 567 3401,,,,,,251b3927-5ac6-3469-b7d9-67c98b0169c8
NONG,9008,Financial Services,"SpareBank 1 Nord-Norge provides financial products and services to personal customers, companies, and organizations in Northern Norway. The company offers various savings, lending, and insurance products, as well as payment services. Its activities also include hedging instruments and trading in interest rate and currency instruments; hedging instruments in the commodity derivatives market; sale of Norwegian bonds and certificates, as well as bond market issues; purchase and sale of equities and fund units; and provision of corporate finance, as well as trading and investment advice services. In addition, the company is involved in leasing, consumer financing, real estate brokerage, and accounting operations. It operates through a network of 38 offices across 36 municipalities in Nordland, Troms, Finnmark, and Svalbard. The company was founded in 1836 and is headquartered in TromsÃ¸, Norway.",TromsÃ¸,47 91 50 22 44,Norway,[],http://www.sparebank1.no/nb/nord-norge,1,SjÃ¸gata 8,Banks—Regional,,65.8,66,62.193115,0.06079027,0.2712,,66.3,,113186,,65.8,65.671425,4,66,,113186,,,,4,1585267200,0.708128,,,65.5,2,NOK,410655,,,,6606188544,,,105631,1.8556709,65.5,65.8,,86400,410655,81,9.591837,,5.66,46.35,65.8,False,0.0608,141000,66.3,OSL,SPAREBK 1 NORD-NOR,SpareBank 1 Nord-Norge,Europe/Oslo,CEST,False,7200000,EQUITY,NONG.OL,finmb_4509224,no_market,,8.875,,0.42388,,,,6.86,,100398000,,,141.245,,,,1577750400,0.25226,689000000,6.807,,,0.46585724,0.09822,1640908800,1593475200,,,95209320,31595319296,,1301529600,4:3,,,,-0.123,,,,,,,,https://logo.clearbit.com/sparebank1.no,915,,9.66652,,,,,0eaa2134-341b-36b7-a162-fec9e91edee8
SOLON,0161,Real Estate,"Solon Eiendom ASA acquires, develops, and sells residential real estate properties in Norway. The company was formerly known as Bionor Pharma ASA and changed its name to Solon Eiendom ASA. The company was founded in 2006 and is headquartered in Oslo, Norway.",Oslo,47 22 29 66 90,Norway,[],http://www.soloneiendom.no,1,Olav Vs gate 5,Real Estate—Development,,32,32.1,29.462318,0.0625,0,,33,,4626,,32,31.868572,2,32.1,,4626,,,,,1557273600,0.37695,,,32.1,2,NOK,14020,,,,2372558080,,,18099,1.9593847,32.1,33.1,,0,14020,40.6,11.827957,,,24,33,False,,0,33,OSL,SOLON EIENDOM ASA,Solon Eiendom ASA,Europe/Oslo,CEST,False,7200000,EQUITY,SOLON.OL,finmb_410651936,no_market,,5.596,,-0.03206,52.316,,,2.79,,73363000,,,15.891,,,,1577750400,0.14716,-38823000,-0.542,,,2.0766473,0.64419997,1640908800,1593475200,,,21804723,6775559680,,1490572800,1:200,,,,,,,,,,,,https://logo.clearbit.com/soloneiendom.no,,,,,,,,abcae3f7-7509-3e50-8a01-ad5b236172c9
SDRL,HM 08,Energy,"Seadrill Limited, an offshore drilling contractor, provides offshore drilling services to the oil and gas industry worldwide. It operates in three segments: Floaters, Jack-up Rigs, and Other. The Floaters segment offers drilling, completion, and maintenance services for offshore exploration and production wells. Its drilling contracts relates to semi-submersible rigs and drill ships for harsh and benign environments in mid, deep, and ultra-deep waters. The Jack-up Rigs segment provides drilling, completion, and maintenance services for offshore exploration and production wells. Its drilling contracts relate to jack-up rigs for operations in harsh and benign environment in shallow waters. The Other segment offers management services to third parties and related parties. The company operates a fleet of 35 drilling units, including 7 drill ships, 12 semi-submersible rigs, and 16 jack-up rigs. It serves oil super-majors, state-owned national oil companies, and independent oil and gas companies. Seadrill Limited was founded in 2005 and is based in Hamilton, Bermuda.",Hamilton,441 295 6935,Bermuda,[],http://www.seadrill.com,1,Par-la-Ville Place,Oil & Gas Drilling,4th Floor 14 Par-la-Ville Road,2.25,2.3,4.210855,,0,,2.46,,406483,,2.25,2.5276573,,2.3,,406483,,,,,,2.607384,,,2.262,4,NOK,419674,,,,229466288,,,623011,0.21246879,2.262,2.376,,115900,419674,24.36,-0.36060607,,,2.01,2.336,False,,487300,2.46,OSL,SEADRILL LTD,Seadrill Limited,Europe/Oslo,CEST,False,7200000,EQUITY,SDRL.OL,finmb_22532593,no_market,,5.948,,-2.28333,47.583,,,-6.6,,100330000,,,-2.352,,,,1577750400,0.37392,-2465999872,-24.66,,,,0.27479,1640908800,1593475200,,,75973804,6423742464,,,,,,,,,,,,,,,https://logo.clearbit.com/seadrill.com,4538,441 295 3494,,,,,,f34cf53e-3abd-370d-b16d-49b3354d00b7
SCHA,0105,Communication Services,"Schibsted ASA, together with its subsidiaries, operates as a media company. The company operates through Marketplaces, Publishing, and Growth segments. It operates online marketplaces that connect buyers and sellers; offers online classifieds services; and publishes printed and online newspapers, and subscription-based newspapers. The company is also involved in printing and distribution, as well as online consumer finance and price comparison activities. It operates in Norway, Sweden, France, Spain, other European countries, and internationally. The company was founded in 1839 and is headquartered in Oslo, Norway.",Oslo,47 23 10 66 00,Norway,[],http://www.schibsted.com,1,Akersgata 55,Publishing,Sentrum PO Box 490,429.5,416,286.6982,0.0046565775,0,,426,,183170,,429.5,388.18857,2,416,,183170,,,,,1588809600,0.926724,,,416,2,NOK,85537,,,,93771628544,,,180140,4.8931136,416,424.7,,121500,85537,436.7,49.591118,,,170,424.6,False,,7700,426,OSL,SCHIBSTED ASA,Schibsted ASA,Europe/Oslo,CEST,True,7200000,EQUITY,SCHA.OL,finmb_878146,no_market,,5.856,,0.03313,42.718,,,8.56,,104460000,,,45.603,,,,1577750400,0.52269,635000000,2.698,,,9.308598,0.30409,1640908800,1593475200,,,166455149,112219029504,,,,,,,0.738,,,,,,,,https://logo.clearbit.com/schibsted.com,5006,47 23 10 66 01,157.33878,,,,,a21658e3-6dae-3714-b154-d6774d6e582d
SOAG,1526,Financial Services,"SpareBank 1 Ãstfold Akershus, a savings bank, provides various banking products and services in Ãstfold and the southern part of Akershus. It offers savings, deposit, operating, tax deduction, and currency accounts; bank cards; repayment, construction, boat, motorcycle, and car loans; trade and operating credit products; factoring services; leasing products; bank guarantees; operating credit for agriculture; savings and investment products; and mortgage products. The company also provides insurance products, such as business, commercial, project, liability, asset, car, boat, personal, treatment, accident, occupational injuries, disability, house and condominium, travel, life, and other insurance, as well as pension products. In addition, it offers debt collection and accounting services; futures and currency options; and mobile and online banking services. SpareBank 1 Ãstfold Akershus was founded in 1835 and is headquartered in Moss, Norway.",Moss,47 91 50 57 00,Norway,[],http://www.sparebank1.no/nb/ostfold-akershus/privat.html,1,Varnaveien 43E,Banks—Regional,,244,244,226.69565,0.05901639,0.4728,,244,,194,,244,242,14.4,244,,194,,,,12,1585872000,0.085591,,,244,2,NOK,160,,,,3022110720,,,278,3.8934894,244,244,,90100,160,270,10.162433,,4.43,185,238,False,0.049200002,40000,244,OSL,SPAREBANK 1 OSTFOL,SpareBank 1 Østfold Akershus,Europe/Oslo,CEST,False,7200000,EQUITY,SOAG.OL,finmb_12505834,no_market,,5.178,,0.43293,,,,24.01,,12385700,,,286.412,,,,1577750400,0.09793,314535008,25.382,,,0.85191965,0.80093,1640908800,1593475200,,,12356293,4019063808,,,,,,,0.041,,,,,,,,https://logo.clearbit.com/sparebank1.no,213,,9.6131115,,,,,a7cf2ced-7d76-33c6-8a53-9928120ada46
SUSB-ME,6650,Financial Services,"Surnadal Sparebank, an independent savings bank, provides various banking product and services to individuals and businesses in Norway. The company offers savings and pension accounts. It also provides mortgage, car, other vehicles, motor homes/caravans, motorcycles/quads, snowmobiles, construction, and home loans, as well as small loans and refinancing, and bridge financing; bank guarantees; and overdraft services. In addition, the company offers various insurance products, such as home and leisure insurance; liability, customer's, cyber, farm building agriculture, operating tools and crop, property, health, landlord, craft, commercial, personal, travel, large car, goods during transport, and occupational injuries insurance, as well as home insurance agriculture products; vehicle insurance comprising ATV/Quad biking, motorhome, boat, caravan, motorcycle, moped and scooter, private tractor, veteran vehicle, and snowmobile; and other insurance, including horse, and dog and breed cat. Further, it provides mobile, online, and Internet banking services; credit cards; bank cards; overseas payment services; fund savings; mobile payments; and vehicles, machinery, operating equipment, and movable properties leasing services. Additionally, the company offers iZettle, a mobile payment terminal. Surnadal Sparebank was founded in 1842 and is based in Surnadal, Norway.",Surnadal,47 71 66 27 00,Norway,[],http://www.bank.no,1,BÃ¥rdshaugvegen 7,Banks—Regional,,108,107,106.0942,0.06481481,0.1973,,108,,422,,108,107.942856,7,107,,422,,,,7,1583280000,0.264311,,,107,2,NOK,0,,,,217656720,,,277,1.3024678,107,110,,,0,117,,,,100,106,False,0.0648,,108,OSL,SURNADAL SPAREBANK,Surnadal Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,SUSB-ME.OL,finmb_58060310,no_market,,2.67,,0.46785,,,,,,2015340,,,430.75,,,,1577750400,0.03771,78183000,38.794,,,0.25072548,0,1640908800,1593475200,,,1899140,446185248,,,,,,,0.495,,,,,,,,https://logo.clearbit.com/bank.no,,47 71 66 27 27,2.7839358,,,,,2e02084b-fec2-35c2-980f-3a238c630cc9
SRBANK,4068,Financial Services,"SpareBank 1 SR-Bank ASA, together with its subsidiaries, provides various financial products and services for personal and corporate customers in Southern and Western Norway. The company offers its products and services in the areas of savings, loans, advice, insurance, and pensions. It also provides foreign exchange, administrative securities, commercial properties brokerage, leasing, accounting, and securities trading services, as well as active management and securities management services. In addition, the company facilitates debt and equity funding; and sells real estate properties comprising holiday homes, new builds, and used homes. Further, it is involved in the customer trading of interest rate instruments; and purchasing of home mortgages and funds by issuing covered bonds. Additionally, the company offers credit and debit cards; structured products; and mobile and online banking services. The company also serves retail, small business, and agricultural customers, as well as public sector. As of December 31, 2018, it had 36 branches in Rogaland, Vest-Agder, Aust-Agder, and Hordaland. SpareBank 1 SR-Bank ASA was founded in 1839 and is headquartered in Stavanger, Norway.",Stavanger,47 91 50 20 02,Norway,[],http://www.sparebank1.no/nb/sr-bank,1,Christen Tranes Gate 35,Banks—Regional,Postboks 250,82.75,83.05,71.04239,0.06646526,0,,83.9,,208933,,82.75,78.68,5.5,83.05,,208933,,,,,1587686400,0.916256,,,82.55,2,NOK,199260,,,,21417388032,,,223465,4.9201446,82.55,83.8,,130700,199260,105.3,8.8530655,,,48.38,83.7,False,,409700,83.9,OSL,SPAREBANK 1 SR BK,SpareBank 1 SR-Bank ASA,Europe/Oslo,CEST,False,7200000,EQUITY,SRBANK.OL,finmb_883781,no_market,,34.367,,0.35722,,,,9.46,,255730000,,,98.551,,,,1577750400,0.37039003,1480000000,6.156,,,0.84981376,0.32251,1640908800,1593475200,,,166982393,149598093312,,1193616000,2:1,,,,-0.716,,,,,,,,https://logo.clearbit.com/sparebank1.no,1255,,13.604613,,,,,8ee5ca3d-26b8-36c3-9e7f-fabac7a9dd9b
SPOL,2302,Financial Services,"SpareBank 1 Ãstlandet provides various financial products and services to individuals, businesses, public sectors, clubs, and societies. It offers retail and corporate banking services, deposits, loans, savings, advisory, insurance, money-transfer, investment, and pension products and services. The company also provides payment, real estate brokerage and rental, management, accounting and payroll, leasing, financing, HR and consulting, and online and mobile banking services. It has 37 branches, including 21 in Hedmark, 2 in Oppland, 5 in Oslo, and 9 in Akershus. The company was founded in 1845 and is headquartered in Hamar, Norway. SpareBank 1 Ãstlandet is a subsidiary of Sparebankstiftelsen Hedmark.",Hamar,47 91 50 70 50,Norway,[],http://www.sparebank1.no/en/ostlandet/personal.html,1,Strandgata 15,Banks—Regional,,88.7,89.1,86.05073,0.06448703,0.5395,,89.1,,17105,,88.7,87.75143,5.72,89.1,,17105,,,,4.58,1585267200,0.80765,,,86.9,2,NOK,22259,,,,10181456896,,,19365,2.8289683,86.9,87.9,,0,22259,101.6,9.898648,,,70.1,87.5,False,0.051599998,0,89.1,OSL,SPAREBANK 1 OSTLAN,SpareBank 1 Østlandet,Europe/Oslo,CEST,False,7200000,EQUITY,SPOL.OL,finmb_12505908,no_market,,14.132,,0.38926998,,,,8.88,,115830000,,,139.282,,,,1577750400,0.14663,973000000,8.398,,,0.6310938,0.66322,1640908800,1593475200,,,114029794,50861101056,,,,,,,-0.07,,,,,,,,https://logo.clearbit.com/sparebank1.no,1139,,10.466779,,,,,570d1e40-e6eb-36fd-94ed-02edf23d7a9a
SBTE,3921,Financial Services,"SpareBank 1 Telemark provides banking products and services to private and business customers in Norway. It offers deposit and currency accounts; and car and construction loans, trade credit, mortgage, and operating credit for agriculture. The company also provides factoring, leasing, and bank guarantee services; and liability, asset, property, personal, commercial, project, and car insurance products. In addition, it offers online and mobile banking, billing, cards, and collection services; and advice relating to buying and selling properties. SpareBank 1 Telemark was founded in 1844 and is based in Porsgrunn, Norway.",Porsgrunn,47 915 02 610,Norway,[],http://www.sparebank1.no/nb/telemark/privat.html,1,Storgata 117,Banks—Regional,,126,128,123.916664,0.046031747,0.4309,,128,,799,,126,126.85714,5.8,128,,799,,,,5.8,1585267200,0.207755,,,126,2,NOK,704,,,,1373223552,,,1105,1.929167,126,127,,0,704,143,,,,109,126,False,0.047199998,0,128,OSL,SPAREBANK 1 TELEMK,SpareBank 1 Telemark,Europe/Oslo,CEST,False,7200000,EQUITY,SBTE.OL,finmb_33838065,no_market,,11.423,,0.42247,,,,,,10898600,,,327.748,,,,1577750400,0.09318,146096000,13.453,,,0.38444173,0.64611,1640908800,1593475200,,,10855362,8131227136,,,,,,,-0.018,,,,,,,,https://logo.clearbit.com/sparebank1.no,182,47 355 69 601,9.365941,,,,,2c4ec891-6da1-3876-8384-b8cff884b924
SPOG,3301,Financial Services,"Sparebanken Ãst operates as a savings bank in Eastern Norway. The company offers financial products, such as savings, credit, and payment products; mortgages on homes; and debenture financing for second-hand cars, as well as services in the areas of financing, savings and investment, and money-transfer. It also distributes insurance, fund shares, interest rate hedging, currency, and letters of credit, as well as operates, manages, leases, and sells real estate properties. The company was founded in 1843 and is headquartered in Drammen, Norway.",Drammen,47 33 51 38 55,Norway,[],http://www.oest.no,1,Bragernes Torg 2,Banks—Regional,PO Box 67 Hokksund,45.5,46,45.481884,0.079120874,0,,46,,31586,,45.5,46.377144,3.6,46,,31586,,,,,1585267200,0.479064,,,45.3,2,NOK,11043,,,,943269632,,,11409,1.1028525,45.3,45.8,,200000,11043,57,8.992095,,,36.3,45.4,False,,200000,46,OSL,SPAREBANKEN OST,Sparebanken Øst,Europe/Oslo,CEST,False,7200000,EQUITY,SPOG.OL,finmb_884396,no_market,,27.647,,0.54507,,,,5.06,,20731200,,,214.045,,,,1577750400,0.13972001,147900000,7.13,,,0.21257213,0.24716999,1640908800,1593475200,,,20614259,23646169088,,,,,,,1.751,,,,,,,,https://logo.clearbit.com/oest.no,187,,6.3814864,,,,,4a4dff5e-7555-3190-bf3f-bc2550b66569
SUNSB-ME,6600,Financial Services,"Sunndal Sparebank, a savings bank, provides banking products and services for private and corporate customers in Norway. It offers payment and card solutions, such as BankID on mobile, bank cards, credit, mobile and online banking, international payments, Visa cards, and VIPPS; auto, building, holiday home, property, income, UNG, health, children, death fall, critical illness, disability, and other insurance, as well as health policies; car loans, mortgages, loans to other vehicles, and loans and refinancing; and savings and pensions, including share savings accounts, bank savings, BSU, fund savings, IPS, retirement savings, deposits pension, and VPS investor services to private customers. The company provides payment and card solutions, such as bank cards, payment terminals, eGiro/OCR, billing, credit, Web and mobile banking, and other payment services; financing solutions, including bank guarantees, construction loans, overdrafts, leasing, and corporate loans; liability, customer's, cyber, farmhouse agriculture, operating equipment and crop, property, health, landlord, home, craft, car, commercial, personal, travel, goods during transport, and occupational injuries insurance; savings and pensions; and other accounts and services to businesses in construction, property, trade and services, and agriculture industries. The company was founded in 1892 and is based in SunndalsÃ¸ra, Norway.",SunndalsÃ¸ra,47 71 68 91 00,Norway,[],http://sunndal-sparebank.no,1,Sunndalsveien 15,Banks—Regional,,113,114,111.26811,0.07079646,0.2829,,114,,194,,113,116.14286,8,114,,194,,,,8,1585267200,0.216812,,,113,2,NOK,200,,,,153356816,,,262,1.5418634,113,116,,,200,118,,,,106,107,False,0.0696,,114,OSL,SUNNDAL SPAREBANK,Sunndal Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,SUNSB-ME.OL,finmb_32452702,no_market,,2.831,,0.38784,,,,,,1357140,,,376.695,,,,1577750400,0.015420001,-3050000,-2.247,,,0.29997742,0,1640908800,1593475200,,,931366,281573056,,,,,,,0.268,,,,,,,,https://logo.clearbit.com/sunndal-sparebank.no,,,,,,,,dd197052-51d0-31d7-81d4-de6977485aa6
SOR,4662,Financial Services,"Sparebanken SÃ¸r operates as an independent savings bank in Norway. The company operates through two segments, Retail Market and Corporate Market. It is involved in banking, securities trading, and real estate brokerage activities in Agder, Rogaland, Vestfold, and Telemark. The company also provides mortgaging, car financing, leasing, and property management services; and sells life and general insurance, pension, and group life insurance products to retail and corporate customers. It conducts banking operations in 34 locations and real estate brokerage business in 17 locations. The company was founded in 1824 and is headquartered in Kristiansand, Norway. Sparebanken SÃ¸r is a subsidiary of Sparebankstiftelsen Sparebanken SÃ¸r.",Kristiansand,47 38 10 92 00,Norway,[],http://www.sor.no,1,RÃ¥dhusgata 9,Banks—Regional,,104,104,95.62608,0.057692308,0,,105.5,,2963,,104,102.328575,6,104,,2963,,,,,1585267200,0.256157,,,104,2,NOK,6594,,,,1668672384,,,3984,0.70616686,104,105.5,,63500,6594,123,10.066794,,,80,104.5,False,,98600,105.5,OSL,SPAREBANKEN SOR,Sparebanken Sør,Europe/Oslo,CEST,False,7200000,EQUITY,SOR.OL,finmb_5719538,no_market,,25.951,,0.45578,,,,10.48,,15663900,,,860.128,,,,1577750400,0.10958,179000000,11.037,,,0.12265617,0.64037,1640908800,1593475200,,,6117240,61321052160,,,,,,,0.079,,,,,,,,https://logo.clearbit.com/sor.no,436,47 85 03 86 65,9.558757,,,,,f0a4015a-e222-3f67-9088-d83be6bd369a
STORM,,Real Estate,"Storm Real Estate ASA, an investment company, acquires and manages real estate properties in Russia. It owns and operates the Gasfield office building in Moscow with a net lettable area of approximately 11,500 square meters. Storm Real Estate ASA was founded in 2007 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://www.stormrealestate.no,1,Haakon VIIS gate 5,Real Estate Services,,4.76,4.8,3.2313044,0.090126045,0,,4.98,,25245,,4.76,4.7128572,0.429,4.8,,25245,,,,,1464307200,1.968596,,,4.5,4,NOK,31093,,,,42405888,,,47751,15.437163,4.5,4.88,,80000,31093,8,53.333332,,,1.26,4.68,False,,100000,4.98,OSL,STORM REAL EST ASA,Storm Real Estate ASA,Europe/Oslo,CEST,False,7200000,EQUITY,STORM.OL,finmb_38919651,no_market,,19.26,,3.1711,79.68,,,0.09,,8834560,,,1.134,,,,1577750400,0,8711000,0.986,,,4.232805,0.47079,1640908800,1593475200,,,1716821,52907520,,1562716800,1:10,,,,,,,,,,,,https://logo.clearbit.com/stormrealestate.no,5,,4.8681545,,,,,dd6c75a6-28b5-3002-8b2b-f8724872256a
TECH,0667,Technology,"Techstep ASA provides digital workplace services in Norway and Sweden. It offers mobile hardware, service, support, and mobility consultancy services; and software as a service telecom expense management modules. The company also provides industry-leading cloud-based PBX solutions and enterprise mobility management services, including mobile security, system design, implementation, and mobile device management. Techstep ASA is headquartered in Oslo, Norway.",Oslo,47 23 17 23 50,Norway,[],http://www.techstepasa.no,1,BrynsallEen 4,Software—Application,,5.25,5.2,3.0808694,,0,,5.75,,240753,,5.25,4.4022856,,5.2,,240753,,,,,,0.366978,,,5.15,2,NOK,962442,,,,1013085952,,,245199,0.91370827,5.15,5.55,,60000,962442,5.8,,,,1.95,5.5,False,,72100,5.75,OSL,TECHSTEP ASA,Techstep ASA,Europe/Oslo,CEST,False,7200000,EQUITY,TECH.OL,finmb_371366152,no_market,,0.807,,-0.05524,32.067,,,,,182538000,,,2.884,,,,1577750400,0.027460001,-61245000,-0.313,,,1.9244106,0.75827,1640908800,1593475200,,,41808607,894329472,,1457654400,1:10,,,,,,,,,,,,https://logo.clearbit.com/techstepasa.no,210,,,,,,,98dc7594-ff78-3c96-a31e-cdf580ce8a5f
TRVX,0283,Healthcare,"Targovax ASA, a clinical stage immuno-oncology company, engages in the development of oncolytic viruses to target hard-to-treat solid tumors. Its lead product candidate is ONCOS-102 that is in Phase I/II clinical studies for the treatment of mesothelioma, melanoma, peritoneal disease, and prostate cancer. It also develops neoantigen cancer vaccines targeting tumors with oncogenic RASÂmutations. The company has collaboration agreements with Cancer Research Institute, Ludwig Cancer Research, and AstraZeneca to develop ONCOS-102 for peritoneal disease; Sotio to develop ONCOS-102 for prostate cancer; Valo Therapeutics to develop RAS neoantigen coating of ONCOS viruses using PeptiCRAd technology; and Merck & Co., Inc. to evaluate ONCOS-102 in combination with KEYTRUDA in mesothelioma. Targovax ASA is based in Oslo, Norway.",Oslo,47 21 39 88 10,Norway,[],http://www.targovax.com,1,Lilleakerveien 2C,Biotechnology,,8.75,8.85,6.99,,0,,9.01,,294246,,8.75,7.346286,,8.85,,294246,,,,,,2.054802,,,8.74,2,NOK,113529,,,,685582208,,,229828,242.34084,8.74,9.01,,0,113529,12,-3.1578948,,,3.515,8.96,False,,0,9.01,OSL,TARGOVAX ASA,Targovax ASA,Europe/Oslo,CEST,False,7200000,EQUITY,TRVX.OL,finmb_144098164,no_market,,222.466,,0,-5.051,,,-2.85,,76175800,,,4.755,,,,1577750400,0.25366,-120237000,-1.748,,,1.8927444,0.122279994,1640908800,1593475200,,,52972873,629356544,,,,,,,,,,,,,,,https://logo.clearbit.com/targovax.com,19,,,,,,,fccf11ea-fe66-3f46-abef-9e2d0c89d3ee
STRONG,2005,Industrials,"StrongPoint ASA develops and sells technology solutions for e-commerce and store operations in Norway, Sweden, and internationally. It operates through three segments: Retail Technology, Cash Security, and Labels. The company offers various retail solutions, including cash management, select and collect, click and collect, self-service, and electronic shelf labelling solutions, as well as retail management software and other solutions; and consultative services. It also provides cash security solutions for secure cash logistics. In addition, the company offers intelligent banknote neutralization system technology that protects cash in transit. Further, it sells retail solutions from third party technology providers and technology products; and manufactures and sells self-adhesive labels for various products and applications, as well as provides label design and printing services. The company was formerly known as PSI Group ASA and changed its name to StrongPoint ASA in September 2015. StrongPoint ASA is headquartered in RÃ¦lingen, Norway.",RÃ¦lingen,47 03254,Norway,[],http://www.strongpoint.com,1,Slynga 10,Business Equipment & Supplies,,17.8,17.9,14.371377,0.03370787,0,,17.95,,57427,,17.8,18.785715,0.6,17.9,,57427,,,,0.6,1603411200,0.590517,,,17.7,2,NOK,28627,,,,788189312,,,102425,0.71394926,17.7,17.8,,406900,28627,20.1,16.181818,,,8.56,17.7,False,0.0337,200000,17.95,OSL,STRONGPOINT ASA,StrongPoint ASA,Europe/Oslo,CEST,False,7200000,EQUITY,STRONG.OL,finmb_20358742,no_market,,0.842,,0.018170001,15.037,,,1.1,,44280300,,,6.907,,,,1577750400,0.31468,20063000,0.45,,,2.5770955,0.31726,1640908800,1593475200,,,28506378,930098112,,1115596800,1:10,,,,0.051,,,,,,,,https://logo.clearbit.com/strongpoint.com,512,,39.555553,,,,,f08e3dc2-bb19-3597-895c-d147eea96f66
