ticker,name,sector_osebx,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr,zip,sector_yahoo,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,address2,trailingPE,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,err
SSO,Scatec Solar,Utilities,163.3,163.2,163.5,565,,22479.27,-0.0115,0.075,0.0156,0.3233,0.7027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHA,Schibsted ser. A,Communication services,352.9,352.8,353.1,480,,36863.92,0.004,0.0235,0.307,0.33020000000000005,0.4088000000000001,0105,Communication Services,5006.0,"Schibsted ASA, together with its subsidiaries, operates as a media company. The company operates through Marketplaces, Publishing, and Growth segments. It operates online marketplaces that connect buyers and sellers; offers online classifieds services; and publishes printed and online newspapers, and subscription-based newspapers. The company is also involved in printing and distribution, as well as online consumer finance and price comparison activities. It operates in Norway, Sweden, France, Spain, other European countries, and internationally. The company was founded in 1839 and is headquartered in Oslo, Norway.",Oslo,47 23 10 66 00,Norway,[],http://www.schibsted.com,1.0,Akersgata 55,Publishing,351.5,345.1,250.27266,0.0056899004000000005,0.0,,356.7,,125744.0,,351.5,301.10284,2.0,345.1,,125744.0,,,,,1588809600.0,0.8455280000000001,,,345.1,2.0,NOK,30901.0,,,,78739308544.0,,,204886.0,4.1087093,345.1,353.1,,121500.0,30901.0,358.6,41.21495,,,170.0,352.8,False,,7700.0,356.7,OSL,SCHIBSTED ASA,Schibsted ASA,Europe/Oslo,CEST,True,7200000.0,EQUITY,SCHA.OL,finmb_878146,no_market,,4.902,,0.03313,35.76,0.3602941,,8.56,,104460000.0,,,45.603,,,,1577750400.0,0.52269,635000000.0,2.698,,,7.736333,0.30409,1640908800.0,1593475200.0,,,166450463.0,93941415936.0,,,,,,0.738,,,,,,,,https://logo.clearbit.com/schibsted.com,Sentrum PO Box 490,130.76352,47 23 10 66 01,,,,a21658e3-6dae-3714-b154-d6774d6e582d,
SCHB,Schibsted ser. B,Communication services,322.6,322.2,322.6,235,,41731.5,0.0,0.0151,0.30820000000000003,0.2812,0.34979999999999994,0105,Communication Services,5006.0,"Schibsted ASA, together with its subsidiaries, operates as a media company. The company operates through Marketplaces, Publishing, and Growth segments. It operates online marketplaces that connect buyers and sellers; offers online classifieds services; and publishes printed and online newspapers, and subscription-based newspapers. The company is also involved in printing and distribution, as well as online consumer finance and price comparison activities. It operates in Norway, Sweden, France, Spain, other European countries, and internationally. The company was founded in 1839 and is headquartered in Oslo, Norway.",Oslo,47 23 10 66 00,Norway,[],http://www.schibsted.com,1.0,Akersgata 55,Publishing,322.6,322.0,233.39854,0.006199628,0.0,,324.2,,91141.0,,322.6,274.35294,2.0,322.0,,91141.0,,,,,1557100800.0,0.8455280000000001,,,320.2,2.0,NOK,15964.0,,,,78303313920.0,,,108245.0,4.0859585,320.2,322.4,,19800.0,15964.0,329.8,,,,164.4,322.2,False,,49700.0,324.2,OSL,SCHIBSTED ASA,Schibsted ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,SCHB.OL,finmb_878146,no_market,,4.5489999999999995,,0.03313,33.181999999999995,0.31031679999999995,,,,129360000.0,,,45.603,,,,1577750400.0,0.49286997,635000000.0,2.698,,,7.060939,0.26550999999999997,1640908800.0,1593475200.0,,,166450463.0,87169327104.0,,,,,,0.738,,,,,,,,https://logo.clearbit.com/schibsted.com,Sentrum PO Box 490,119.347664,47 23 10 66 01,,,,b1a894a0-8db7-323e-bced-65ce26c26d75,
SBX,SeaBird Exploration,Energy,4.49,4.42,4.49,6,LP,120.99,0.0275,0.0466,-0.0022,-0.6027,-0.6614,4001,Energy,460.0,"SeaBird Exploration Plc, through its subsidiaries, provides marine 2D and 3D seismic data for the oil and gas industry in Europe, Africa, the Middle East, North and South America, and the Asia Pacific. The company offers 2D seismic, and 3D and 3D shallow water acquisition services; and operates source vessels that provide conventional undershoot, 4D repeat survey, wide azimuth, push reverse, long term charter and vessel management, and spot charter services. As of December 31, 2019, it had an active fleet of 6 vessels. The company was incorporated in 2000 and is headquartered in Limassol, Cyprus.",Limassol,,Cyprus,[],http://www.sbexp.com,1.0,Matrix Tower II,Oil & Gas Equipment & Services,4.37,4.33,2.1447157999999997,,0.0,,4.49,,91452.0,,4.37,4.449853,,4.33,,91452.0,,,,,,,,,4.33,4.0,NOK,6610.0,,,,120980800.0,,,265899.0,1.8314053,4.33,4.485,,,6610.0,5.35,,,,0.17600000000000002,4.415,False,,,4.49,OSL,SEABIRD EXPL PLC,SeaBird Exploration Plc,Europe/Oslo,CEST,False,7200000.0,EQUITY,SBX.OL,finmb_26654204,no_market,,2.201,,-0.34057,-94.454,5.3333330000000005,,,,26944500.0,,,1.2690000000000001,,,,1577750400.0,0.060829999999999995,-22498000.0,-0.6970000000000001,,,3.5382187000000007,0.28686002,1640908800.0,1593475200.0,,,26191424.0,145364992.0,,1591228800.0,1:20,,,,,,,,,,,https://logo.clearbit.com/sbexp.com,Spyrou Kyprianou 15,,,,,,8ccc4807-977c-304d-b7ae-dfeb13660bc6,
SDRL,Seadrill,Energy,3.88,3.82,3.88,123,,387.94,0.040199999999999986,-0.0197,0.07780000000000001,-0.8107,-0.8189,HM 08,Energy,4538.0,"Seadrill Limited, an offshore drilling contractor, provides offshore drilling services to the oil and gas industry worldwide. It operates in three segments: Floaters, Jack-up Rigs, and Other. The Floaters segment offers drilling, completion, and maintenance services for offshore exploration and production wells. Its drilling contracts relates to semi-submersible rigs and drill ships for harsh and benign environments in mid, deep, and ultra-deep waters. The Jack-up Rigs segment provides drilling, completion, and maintenance services for offshore exploration and production wells. Its drilling contracts relate to jack-up rigs for operations in harsh and benign environment in shallow waters. The Other segment offers management services to third parties and related parties. The company operates a fleet of 35 drilling units, including 7 drill ships, 12 semi-submersible rigs, and 16 jack-up rigs. It serves oil super-majors, state-owned national oil companies, and independent oil and gas companies. Seadrill Limited was founded in 2005 and is based in Hamilton, Bermuda.",Hamilton,441 295 6935,Bermuda,[],http://www.seadrill.com,1.0,Par-la-Ville Place,Oil & Gas Drilling,3.73,3.614,6.26079,,0.0,,3.908,,508965.0,,3.73,3.8638822999999998,,3.614,,508965.0,,,,,,2.927784,,,3.6,4.0,NOK,201049.0,,,,379811296.0,,,1295201.0,0.33641392,3.6,3.87,,115900.0,201049.0,33.84,-0.5878788,,,2.95,3.824,False,,487300.0,3.908,OSL,SEADRILL LTD,Seadrill Limited,Europe/Oslo,CEST,False,7200000.0,EQUITY,SDRL.OL,finmb_22532593,no_market,,5.665,,-2.2037199,30.458000000000002,-0.8512759,,-6.6,,100330000.0,,,-0.528,,,,1577750400.0,0.37392,-2488000000.0,-24.88,,,,0.27479000000000003,1640908800.0,1585612800.0,,,76096206.0,6396230656.0,,,,,,,,,,,,,,https://logo.clearbit.com/seadrill.com,4th Floor 14 Par-la-Ville Road,,441 295 3494,,,,f34cf53e-3abd-370d-b16d-49b3354d00b7,
SSG,Self Storage Group,Industrials,24.2,24.2,24.4,2,,2040.75,-0.0122,-0.0041,-0.0122,-0.1449,0.2284,278,Industrials,66.0,"Self Storage Group ASA engages in the rental of self-storage units to private individuals and businesses in Norway, Sweden, and Denmark. The company operates through OK Minilager, City Self-Storage, and Property segments. It operates climate controlled storage units and container based storage units. The company also retails storage ancillary goods, such as boxes, tapes, and bubble-wraps; distributes insurance products; and invests in real estate properties. As of July 2, 2020, it operated 113 facilities with a total lettable area of 140,300 square meters across Scandinavia. The company was founded in 1993 and is headquartered in Oslo, Norway.",Oslo,47 92 42 94 38,Norway,[],http://www.selfstoragegroup.no,1.0,Karenslyst AllE 2,Specialty Business Services,24.5,24.2,25.546377,,0.0,,24.2,,14476.0,,24.5,24.69706,,24.2,,14476.0,,,,,,0.898826,,,24.2,2.0,NOK,1683.0,,,,2040752128.0,,,23661.0,7.403875,24.2,24.4,,0.0,1683.0,33.0,27.500002000000002,,,19.0,24.2,False,,0.0,24.2,OSL,SELF STORAGE GROUP,Self Storage Group ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,SSG.OL,finmb_540146654,no_market,,10.443,,0.23823000000000003,17.737000000000002,,,0.88,,84328600.0,,,12.686,,,,1577750400.0,0.52766997,65665000.0,0.83,,,1.9076148000000002,0.46776,1640908800.0,1585612800.0,,,38929448.0,2878521344.0,,,,,,0.371,,,,,,,,https://logo.clearbit.com/selfstoragegroup.no,,29.156628,,,,,c6cbba01-08d5-33e4-af37-a0c8cde4dcfd,
SBO,Selvaag Bolig,Real estate,52.8,52.7,53.0,68,,4925.23,0.0076,0.0213,0.0115,0.0368,0.5852,0380,Real Estate,87.0,"Selvaag Bolig ASA, a housing development company, engages in the development, construction, and sale of residential properties in Greater Oslo, Bergen, Stavanger, Trondheim, and Stockholm. The company offers its properties under the Start, Home, and Pluss brands. The company was founded in 2008 and is headquartered in Oslo, Norway. Selvaag Bolig ASA is a subsidiary of Selvaag AS.",Oslo,47 23 13 70 00,Norway,[],http://www.selvaagboligasa.no,1.0,Silurveien 2,Real Estate Services,52.4,52.6,50.57464,0.06679389,0.2334,,53.2,,60507.0,,52.4,51.919117,3.5,52.6,,60507.0,,,,3.0,1587945600.0,0.566782,,,52.4,2.0,NOK,13478.0,,,,4925231104.0,,,78463.0,1.432367,52.4,52.9,,199000.0,13478.0,77.0,10.797546,,6.83,38.95,52.7,False,0.0573,2400.0,53.2,OSL,SELVAAG BOLIG AS,Selvaag Bolig ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,SBO.OL,finmb_104553470,no_market,,1.9509999999999998,,0.52312,3.577,0.05645168,,4.89,,93280896.0,,,26.229,,,,1577750400.0,0.21912001,1798752000.0,19.442999999999998,,,2.0130388999999997,0.57431,1640908800.0,1585612800.0,,,38860252.0,6708348928.0,,,,,,,,,,,,,,https://logo.clearbit.com/selvaagboligasa.no,,2.71563,,,,,a7d9d772-1147-377d-a6d7-d4a6ebbfa4eb,
SHLF,Shelf Drilling,Energy,3.12,3.12,3.16,28,,424.89,-0.0095,-0.1009,0.04,-0.8247,-0.7974,,Energy,2160.0,"Shelf Drilling, Ltd., through its subsidiaries, operates as a shallow water offshore drilling contractor in the Middle East, North Africa, the Mediterranean, South East Asia, India, and West Africa. It provides equipment and services for the drilling, completion, and well maintenance of shallow water offshore oil and natural gas wells. The company serves government owned or controlled energy companies, and integrated oil companies or independent exploration and production companies. As of December 31, 2019, it owned 32 independent-leg cantilever jack-up rigs. The company was founded in 2012 and is headquartered in Dubai, the United Arab Emirates.",Dubai,971 4 567 3400,United Arab Emirates,[],http://www.shelfdrilling.com,1.0,One JLT,Oil & Gas Drilling,3.15,3.3,7.083261,,0.0,,3.3,,836037.0,,3.15,3.2191176,,3.3,,836037.0,,,,,,1.391208,,,3.1,4.0,NOK,80757.0,,,,424887840.0,,,1095514.0,0.67633176,3.1,3.16,,0.0,80757.0,26.0,-6.7826085,,,2.74,3.12,False,,0.0,3.3,OSL,SHELF DRILLING LTD,"Shelf Drilling, Ltd.",Europe/Oslo,CEST,False,7200000.0,EQUITY,SHLF.OL,finmb_264429554,no_market,,2.259,,-0.45056999999999997,9.673,-0.803125,,-0.46,,136182000.0,,,2.823,,,,1577750400.0,0.61056,-283057984.0,-2.0669999999999997,,,1.1052072,0.19802,1640908800.0,1593475200.0,,,79140910.0,1419279872.0,,,,,,,,,,,,,,https://logo.clearbit.com/shelfdrilling.com,Floor 12 Jumeirah Lakes Towers PO Box 212201,,971 4 567 3401,,,,251b3927-5ac6-3469-b7d9-67c98b0169c8,
SIOFF,Siem Offshore,Energy,0.9,0.91,1.06,1,,841.26,-0.1589,-0.0217,-0.0909,-0.2857,-0.313,4610,Energy,1102.0,"Siem Offshore Inc., together with its subsidiaries, owns and operates offshore support vessels for the offshore energy service industry. It operates platform supply vessels (PSVs); offshore subsea construction vessels (OSCVs); anchor-handling tug supply vessels (AHTS vessels); other vessels, including fast crew, fast supply, and oil spill recovery vessels; and scientific core-drilling and others. As of March 31, 2020, it had a fleet of 33 vessels, which included seven PSVs, four OSCVs, ten AHTS vessels, two well-intervention vessels, one scientific core-drilling vessel, five Brazilian flagged vessels, and three Canadian flagged vessels comprising AHTS vessels and PSVs. It operates in Norway, North Sea, the Arctic Ocean, Northern Pacific Ocean, West Africa, Australia, South East Asia, Canada, and Brazil. The company was founded in 2005 and is headquartered in Kristiansand, Norway. Siem Offshore Inc. is a subsidiary of Siem Europe S.a r.l.",Kristiansand,47 38 60 04 00,Norway,[],http://www.siemoffshore.com,1.0,Nodeviga 14,Oil & Gas Midstream,1.07,0.9,0.9592029000000001,,0.0,,0.9,,47604.0,,1.07,0.9861764999999999,,0.9,,47604.0,,,,,1399334400.0,0.7142850000000001,,,0.9,4.0,NOK,30.0,,,,841265088.0,,,94287.0,3.048537,0.9,1.06,,137000.0,30.0,2.0,-45.0,,,0.6,0.91,False,,132200.0,0.9,OSL,SIEM OFFSHORE INC,Siem Offshore Inc.,Europe/Oslo,CEST,False,7200000.0,EQUITY,SIOFF.OL,finmb_23954324,no_market,,7.143,,-0.31768,21.635,-0.18939394,,-0.02,,934739008.0,,,0.335,,,,1577750400.0,0.00196,-92925000.0,-0.09300000000000001,,,2.6865669999999997,0.97419,1640908800.0,1585612800.0,,,30500526.0,1971287552.0,,,,,,,,,,,,,,https://logo.clearbit.com/siemoffshore.com,,,47 37 40 62 86,,,,a3c28fbe-b1c0-3929-ae8a-638a1b89f2da,
SIKRI-ME,Sikri Holding,Information technology,121.0,121.0,124.0,3,,1783.73,-0.008199999999999999,0.0,0.3444,,,1366,Technology,101.0,"Sikri Holding AS provides case processing, and document management and archiving solutions to the public sector in Norway. Its products include Elements Sak-Arkiv, a case archive system for the management of public services; Elements eByggesak, a case management tool specially adapted for construction case processing; and Elements RiskManager, an electronic quality system that supports the business with quality and management processes, non-conformance management, notifications, and risk assessments for both the public and private sectors. The company's products also comprise Elements Cloud that supports external login, as well as integrates login solutions in the market, such as ADFS and SAML-based identity solutions; and Elements Lekdommer, a web-based solution for municipalities in connection with the election, updating, and exemption treatment of co-judges in the district court and co-judges and storage members in the storage court. In addition, it offers courses and training, consulting, and support, as well as provides personal counseling of key resources. The company was founded in 2000 and is based in Lysaker, Norway.",Lysaker,47 90 53 00 49,Norway,[],http://www.sikri.no,1.0,Vollsveien 4A,Information Technology Services,122.0,125.0,103.35762,,,,125.0,,5375.0,,122.0,103.35762,,125.0,,5375.0,,,,,,,,,121.0,2.0,NOK,132.0,,,,1783721472.0,,,11583.0,,121.0,124.0,,,132.0,135.0,,,,87.0,121.0,False,,,125.0,OSL,SIKRI HOLDING AS,Sikri Holding AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,SIKRI-ME.OL,finmb_665908878,no_market,,,,0.0,,inf,,,,14741500.0,,,4.162,,,,,,,,,,29.07256,,,1585612800.0,,,,1832998144.0,,,,,,979252.0,,,,,,,,https://logo.clearbit.com/sikri.no,,,,,,,b6cf3402-2981-3a2a-bc32-abacced18a98,
SKUE,Skue Sparebank,Equity certificates,173.0,171.0,173.0,0,LP,358.67,,,0.0176,0.1954,0.3919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOFTOX-ME,SoftOx Solutions,Health care,55.0,54.0,55.0,9,,426.31,-0.0179,-0.0351,-0.0265,0.7974,,0275,Healthcare,12.0,"SoftOx Solutions AS, together with its subsidiaries, operates as a medtech company in Norway. Its SoftOx technology kills the microorganisms in biofilms by acting on various microbial components. The company engages in the development of SoftOx Wound Irrigation Solution that is under preclinical studies for the prevention and treatment of infections on breached or compromised skin, including acute wounds and skin lesions in patients with eczema; and SoftOx Biofilm Eradicator, which is in preclinical studies to treat biofilm infections in non-healing chronic wounds. The company was founded in 2012 and is headquartered in Oslo, Norway.",Oslo,47 97 75 90 71,Norway,[],http://www.soft-ox.com,1.0,Hoffsveien 1A,Biotechnology,56.0,55.0,67.0058,,0.0,,56.0,,43503.0,,56.0,59.352940000000004,,55.0,,43503.0,,,,,,-6.219522,,,55.0,2.0,NOK,1403.0,,,,426304992.0,,,74337.0,105.31168999999998,55.0,55.0,,,1403.0,116.0,,,,18.0,54.0,False,,,56.0,OSL,SOFTOX SOLUTIONS,SoftOx Solutions AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,SOFTOX-ME.OL,finmb_545902392,no_market,,93.97,,0.0,-16.437,,,,,7751000.0,,,10.206,,,,1577750400.0,,-19330244.0,-2.494,,,5.388986599999999,,1640908800.0,1585612800.0,,,5103956.0,380392000.0,,1530489600.0,50:1,,,,,,,,,,,https://logo.clearbit.com/soft-ox.com,,,,,,,101cdf12-74dc-3bc7-9b72-4c9802a2c1d8,
SOGN,Sogn Sparebank,Equity certificates,100.0,98.0,102.0,0,LP,63.25,,,-0.0291,-0.0654,0.005,6885,Financial Services,,"Sogn Sparebank provides banking products and services in Norway. The company offers saving accounts; saving products comprising bank, fund, and retirement savings; and deposit pension products. It also provides loan products for cars and other vehicles, as well as other small loans; and insource products comprising children, auto, death, health, building, holiday home, income, critical health, disability, UNG, and other insurance. In addition, the company offers bell payment products; bank cards; and mobile and online banking services. The company was founded in 1971 and is based in Ãrdalstangen, Norway.",Ãrdalstangen,47 57 64 85 10,Norway,[],http://sognbank.no,1.0,Evensensveg 8,Banks—Regional,100.0,99.0,100.01087,0.03,0.0,,100.0,,202.0,,100.0,100.882355,3.0,99.0,,202.0,,,,3.0,1586995200.0,0.027874,,,98.0,2.0,NOK,85.0,,,,63250000.0,,,138.0,0.46226934,98.0,102.0,,0.0,85.0,110.0,,,,90.5,98.0,False,0.03,0.0,100.0,OSL,SOGN SPAREBANK,Sogn Sparebank,Europe/Oslo,CEST,False,7200000.0,EQUITY,SOGN.OL,finmb_9192756,no_market,,-2.852,,0.16574,,0.020408153999999998,,,,632500.0,,,1454.886,,,,1577750400.0,0.07202,2829000.0,4.57,,,0.06873391,0.45014998,1640908800.0,1585612800.0,,,368366.0,-390270016.0,,,,,,,,,,,,,,https://logo.clearbit.com/sognbank.no,,21.881838000000002,,,,,d0fe10f0-a92f-30e2-859a-ac83025e9a89,
SOLON,Solon Eiendom,Real estate,30.2,30.2,30.4,5,,2215.56,0.0,0.0134,0.0067,-0.2562,-0.1272,0161,Real Estate,,"Solon Eiendom ASA acquires, develops, and sells residential real estate properties in Norway. The company was formerly known as Bionor Pharma ASA and changed its name to Solon Eiendom ASA. The company was founded in 2006 and is headquartered in Oslo, Norway.",Oslo,47 22 29 66 90,Norway,[],http://www.soloneiendom.no,1.0,Olav Vs gate 5,Real Estate—Development,30.2,30.2,30.391303999999998,0.06622516,1.6694,,30.2,,21058.0,,30.2,30.008823,2.0,30.2,,21058.0,,,,,1557273600.0,0.48682600000000004,,,30.2,2.0,NOK,516.0,,,,2215562752.0,,,27589.0,1.618365,30.2,30.5,,0.0,516.0,40.6,10.824373,,,24.0,30.2,False,,0.0,30.2,OSL,SOLON EIENDOM ASA,Solon Eiendom ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,SOLON.OL,finmb_410651936,no_market,,3.673,,0.053470000000000004,20.511,-0.12463766,,2.79,,73363000.0,,,16.987000000000002,,,,1577750400.0,0.14715999999999999,73203000.0,1.056,,,1.7778302,0.64419997,1640908800.0,1585612800.0,,,20598582.0,5028563456.0,,1490572800.0,1:200,,,,,,,,,,,https://logo.clearbit.com/soloneiendom.no,,28.598485999999998,,,,,abcae3f7-7509-3e50-8a01-ad5b236172c9,
SOFF,Solstad Offshore,Energy,0.65,0.65,0.67,42,,190.58,-0.06570000000000001,0.265,0.3293,-0.3265,-0.4504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBVG,SpareBank 1 BV,Equity certificates,37.4,37.1,37.4,7,LP,2359.76,0.008100000000000001,0.06860000000000001,0.0331,0.0144,0.0741,3125,Financial Services,337.0,"SpareBank 1 BV provides various banking products and services in Norway. The company offers share and housing savings accounts; mortgages and loans; car, auto, and housing insurance products; and mobile and electronic banking, payment, billing, and financing services. It also provides pension plans. The company was founded in 1859 and is based in TÃ¸nsberg, Norway.",TÃ¸nsberg,,Norway,[],http://www.sparebank1.no/nb/bv,1.0,Anton Jenssens gate 2,Banks—Regional,37.1,37.4,36.224636,0.07951483,0.6111,,37.5,,24379.0,,37.1,35.955883,2.95,37.4,,24379.0,,,,2.42,1585699200.0,,,,37.4,2.0,NOK,5822.0,,,,2359940096.0,,,13908.0,1.9877011999999998,37.4,37.4,,100000.0,5822.0,44.5,9.07767,,6.51,28.0,37.1,False,0.0652,380000.0,37.5,OSL,SPAREBANK 1 BV,SpareBank 1 BV,Europe/Oslo,CEST,False,7200000.0,EQUITY,SBVG.OL,finmb_11323750,no_market,,9.115,,0.39726,,,,4.12,,63100000.0,,,82.28,,,,1577750400.0,0.06849,233647008.0,4.83,,,0.45454547,0.51590997,1640908800.0,1593475200.0,,,56475711.0,10821912576.0,,1320624000.0,6:5,,,0.109,,,,,,,,https://logo.clearbit.com/sparebank1.no,,7.743272,,,,,b4cb79f8-d921-3b5d-bc78-0f74db46072f,
NONG,SpareBank 1 Nord-Norge,Equity certificates,68.0,67.9,68.0,122,LP,6827.07,-0.0073,0.0366,0.0429,-0.0662,0.1157,9008,Financial Services,911.0,"SpareBank 1 Nord-Norge provides financial products and services to personal customers, companies, and organizations in Northern Norway. The company offers various savings, lending, and insurance products, as well as payment services. Its activities also include hedging instruments and trading in interest rate and currency instruments; hedging instruments in the commodity derivatives market; sale of Norwegian bonds and certificates, as well as bond market issues; purchase and sale of equities and fund units; and provision of corporate finance, as well as trading and investment advice services. In addition, the company is involved in leasing, consumer financing, real estate brokerage, and accounting operations. It operates through a network of 38 offices across 36 municipalities in Nordland, Troms, Finnmark, and Svalbard. The company was founded in 1836 and is headquartered in TromsÃ¸, Norway.",TromsÃ¸,47 91 50 22 44,Norway,[],http://www.sparebank1.no/nb/nord-norge,1.0,SjÃ¸gata 8,Banks—Regional,68.5,68.0,63.703262,0.05839416,0.2712,,68.5,,174221.0,,68.5,64.0147,4.0,68.0,,174221.0,,,,4.0,1585267200.0,0.702671,,,67.8,2.0,NOK,42820.0,,,,6827063808.0,,,154449.0,1.9177146,67.8,68.0,,86400.0,42820.0,81.0,9.912537,,5.62,46.35,67.9,False,0.0584,141000.0,68.5,OSL,SPAREBK 1 NORD-NOR,SpareBank 1 Nord-Norge,Europe/Oslo,CEST,False,7200000.0,EQUITY,NONG.OL,finmb_4509224,no_market,,8.951,,0.42388000000000003,,0.022388099999999998,,6.86,,100398000.0,,,141.245,,,,1577750400.0,0.25226,689000000.0,6.807,,,0.48143297,0.09822,1640908800.0,1593475200.0,,,95209320.0,31866400768.0,,1301529600.0,4:3,,,-0.12300000000000001,,,,,,,,https://logo.clearbit.com/sparebank1.no,,9.989717,,,,,0eaa2134-341b-36b7-a162-fec9e91edee8,
SNOR,SpareBank 1 Nordvest,Equity certificates,108.0,109.0,111.0,2,,240.9,-0.0092,-0.027000000000000003,0.0,-0.0041,0.0805,6509,Financial Services,,"Sparebank 1 Nordvest provides various banking services in Norway. The company offers savings and deposit accounts; car, motorcycle, boat, and construction loans; and mortgages. It also provides business insurance products, which include liability, auto, mortgage, operating loss, asset, commercial, and project insurance products; personal insurance products, such as life, travel, and accidental insurance products; pension products; bank cards; payment and debt collection services; and mobile and online banking services. In addition, the company offers bank guarantees, trade credit products, and operating credit products for agriculture, as well as factoring, leasing, and repayment products and services. The company was founded in 1835 and is based in Kristiansund, Norway. Sparebank 1 Nordvest is a subsidiary of SpareBank 1 Gruppen AS.",Kristiansund,47 91 50 39 00,Norway,[],http://www.sparebank1.no/nb/nordvest,1.0,Langveien 21,Banks—Regional,109.0,108.0,110.51811000000001,0.059633028,0.6379,,108.0,,217.0,,109.0,109.79411999999999,6.5,108.0,,217.0,,,,6.5,1585785600.0,0.111436,,,108.0,2.0,NOK,135.0,,,,242199712.0,,,500.0,0.59736025,108.0,111.0,,0.0,135.0,128.0,9.424083999999999,,,95.0,109.0,False,0.0591,0.0,108.0,OSL,SPAREBK 1 NORDVEST,Sparebank 1 Nordvest,Europe/Oslo,CEST,False,7200000.0,EQUITY,SNOR.OL,finmb_49703696,no_market,,8.899,,0.28702,,0.01869154,,11.46,,2242590.0,,,980.293,,,,1577750400.0,0.05173,18547000.0,8.741,,,0.11017114,0.50136,1640908800.0,1585612800.0,,,1236695.0,3608172032.0,,,,,,-0.8240000000000001,,,,,,,,https://logo.clearbit.com/sparebank1.no,,12.355564999999999,47 71 58 01 50,,,,395299a7-1e64-35a5-817a-5edb041835b0,
